"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","project"
"40511","433","Rings, fragmentary (one drawn)","","Nationalmuseet, Copenhagen,No. 9780","Denmark?,No provenance listed.","Denmark","9.5018","56.2639","","None","None","None","","largest fragment 25 mm from point to point","","Total about 6.5","","","","","Bronze","","9 corroded fragments of rings made of flattened wire, possibly once of circular section.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18421778359","https://farm9.staticflickr.com/8890/18421778359_06ab18c733_m.jpg","superuser","ForeignJewelery"
"40512","433","Ring","","Nationalmuseet, Copenhagen,No. A 8105","Denmark,Hindster H.,Vive S.","9560 Vive, Denmark","10.0383","56.7065","","None","None","None","","Greatest diameter 14","","Just under 1 gr.","","","","","","","Twisted bronze wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18610075901","https://farm1.staticflickr.com/358/18610075901_99bb8b81f9_m.jpg","superuser","ForeignJewelery"
"40513","433","Wire coil","","Nationalmuseet, Copenhagen,No. B3","Denmark?,No history given","Denmark","9.5018","56.2639","","None","None","None","","Maximum diameter 8mm","","Approx. 1/2 gr","","","","","","","Twisted bronze wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17985255014","https://farm9.staticflickr.com/8856/17985255014_452d1fc77d_m.jpg","superuser","ForeignJewelery"
"40514","433","Ring","","Nationalmuseet, Copenhagen,No. B8389","Denmark,Festykke H.,Stenlose S.","3660 Stenløse, Denmark","12.1983","55.7686","","None","None","None","","","","Approx. 3 gr","","","","","","","Diameter of wire 1.3mm, of coil 22.5mm. Twisted bronze wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18603346152","https://farm1.staticflickr.com/345/18603346152_728598f43c_m.jpg","superuser","ForeignJewelery"
"40515","433","Torque","","Sunderland Museum","Denmark","Denmark","9.5018","56.2639","","None","None","None","","Diameter 150","","112.7","Dark brown patina","Smooth","dia. 8","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18421693379","https://farm9.staticflickr.com/8885/18421693379_28e4a3531d_m.jpg","superuser","ForeignJewelery"
"40516","433","Ring","","Private Collection,Late Lord Amherst of Hackney, FSA,Sotheby's 17.VI.21, Lot 827","Egypt,City of Akhenaten (Tell el Amarna)","Amarna, Tall Bani Omran, Deir Mawas, Menia Governorate, Egypt","30.9056","27.6617","","None","None","1891","29","23","","1.2","A full green encrusted patina with traces of light earth here and there.","Rough","2.5 x 2","","","","A groove runs along the outside edge from end to end.  This is a little square especially in thickest part as though hammered from wire shape.","","Discovered by Lord Amherst 1891/2.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18420088378","https://farm1.staticflickr.com/527/18420088378_b85e8ee2de_m.jpg","superuser","ForeignJewelery"
"40517","433","Bracelet","","Private Collection,1926,H.C. Beasley, Esq.,Haddon Lodge, Shooters Hill, SE 18,Purchased in Rouen.","France,Eure,Etrepargny,Bois de Bel Air,Longchamps","Longchamps, France","1.6239","49.3601","","None","None","None","","77 (inside 63)","","155.92","Brown metallic surface, powdered in places with peacock green powder","Slightly bruised and dented.","18","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18607806645","https://farm9.staticflickr.com/8852/18607806645_cb0421f964_m.jpg","superuser","ForeignJewelery"
"40518","433","Bracelet","","Private Collection,1926,H. C. Beasley, Esq.,Haddon Lodge, Shooters Hill, SE 18,Purchased in Rouen","France,Eure,Etrepargny,Bois de Bel Air,Longchamps","Longchamps, France","1.6239","49.3601","","None","None","None","","76 (inside 62)","","134.65","Pale green powdery coat over brown metallic colour.","One side much chipped. Some clay adhering to the inside.","18","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18603250922","https://farm9.staticflickr.com/8896/18603250922_2c1c1358e3_m.jpg","superuser","ForeignJewelery"
"40519","433","Armlet","","Lukis Museum, Guernsey","France,Brittany,Morbihan","Morbihan, France","-2.9002","47.8853","","None","None","None","88","77 (inside 59)","","71.84","Green brown, chipped showing bright green.","","","","","","Where broken the metal shows dull red.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18420088760","https://farm1.staticflickr.com/483/18420088760_f52d974595_m.jpg","superuser","ForeignJewelery"
"40520","433","Bracelets (2 pieces)","","Formerly M. de la Granciere,Sold at Sotheby's, 23rd July, 1930,Lot 21, No. 90 [21]","France,Brittany,Morbihan,Couedic","Couédic, 56160, France","-3.1914","48.0464","","None","None","None","","","","See over","","","","","","Hoard comprising: 1 coiled ring, 5 winged celts + 4 fragments of axes, 2 socketed, 4 pieces of sword blades, 1 point, 2 mounts, 3 spear-heads, 1 lump of metal, 21 small fragments, 1[2?] potsherds.","","Bull. Soc. Polym. Morbihan,Refs?","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18581359276","https://farm9.staticflickr.com/8884/18581359276_11f3277c1a_m.jpg","superuser","ForeignJewelery"
"40521","433","Ring Coiled","","Formerly M. de la Granciere,Sold at Sotheby's, 23rd July, 1930,Lot 21, No. [26]","France,Brittany,Morbihan,Couedic","Couëdic, 56160 Locmalo, France","-3.1906","48.0488","","None","None","None","","Diameter 26","","","","","","","","Hoard comprising 2 pieces of bracelets, 5 winged celts + 4 fragments of axes, 2 socketed, 3 spear-heads, 4 pieces of sword blades, 1 point, 2 mounts, 2 gouges, 1 lump of metal, 21 small fragments, 12 potsherds.","Dull yellow metal. Catalogued as 'silver'.","Bull. Soc. Polym. Morbihan,Refs.?","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18581338516","https://farm1.staticflickr.com/436/18581338516_b072a60e5f_m.jpg","superuser","ForeignJewelery"
"40522","433","Penannular Ring","","Lukis Museum, Guernsey","France,Haute Alpes,Faudon,Found in a small tumulus with a small stone axe and bronze objects,1870","Faudon, 05560 Vars, France","6.6821","44.5994","","None","None","1870","59","62","","84.03","","Very smooth - metallic brown","9","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18581318106","https://farm9.staticflickr.com/8833/18581318106_5cc63c0093_m.jpg","superuser","ForeignJewelery"
"40523","433","Bracelet","","University College of Wales Museum,Aberystwyth,Given by Mr. G. G. J. Powell, Nanteos","Germany,Langelohnsheimer Wald,17 April 1870","Langenlonsheim, Germany","7.9007","49.8968","","17","4","1870","","Diameter 69; caliber 8","","75","Light green patina","incrusted","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419925388","https://farm9.staticflickr.com/8893/18419925388_ffce6ca820_m.jpg","superuser","ForeignJewelery"
"40524","433","Bracelet","","University College of Wales Museum, Aberystwyth,Given by Mr. G G. J. Powell, Nanteos","Germany,Langelohnsheimer Wald","Langenlonsheim, Germany","7.9007","49.8968","","None","None","None","59","","","7","Pale green patina","","","","","","Half only","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419975150","https://farm1.staticflickr.com/452/18419975150_922aa3779e_m.jpg","superuser","ForeignJewelery"
"40525","433","Twisted Bracelet","","University College of Wales Museum, Aberystwyth,Given by Mr. G. G. J. Powell, Nanteos","Germany,Langelohnsheimer Wald","Langenlonsheim, Germany","7.9007","49.8968","","None","None","None","","","","10","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986981773","https://farm1.staticflickr.com/260/17986981773_0976918e2b_m.jpg","superuser","ForeignJewelery"
"40526","433","Two Bracelets","","University College of Wales Museum, Aberystwyth,Given by Mr. G. G. J. Powell, Nanteos","Germany,Wiesbaden,29 July 1869","Wiesbaden, Germany","8.2398","50.0782","","29","7","1869","","","","15; 9","Pale green patina","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986957433","https://farm1.staticflickr.com/509/17986957433_cd913f54eb_m.jpg","superuser","ForeignJewelery"
