"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","project"
"59167","580","Chisel or Awl Blade","","","Swaffham,Norfolk","Swaffham, Norfolk, Royaume-Uni","0.6875","52.6475","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703452319","https://farm2.staticflickr.com/1593/24703452319_b980f8b758_m.jpg","superuser","BitsandBobsPt2"
"59168","580","Tracer","","Norwich Castle Museum,Acc. No. 19.20,ex. H.D. Hewitt","Thetford, Norfolk,1919. 52/840874","Thetford, Norfolk, Royaume-Uni","0.7517","52.4129","","None","None","1919","65","5","","","","","","","","None","","P.P.S.E.A. III, 1922, p. 319 (called ""Punch""),BA Metalwork in NCM, 1966, Fig. 18.","Drawing retouched,JW - Unidentified cards from BA index drawer A20.,39","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25044752746","https://farm2.staticflickr.com/1480/25044752746_a10f60c7e6_m.jpg","superuser","BitsandBobsPt2"
"59169","580","Tanged Chisel","","Norwich Castle Museum,Acc. No. 34.961","Wretham, East - Norfolk,52/9108879,Found about 1930.","Wretham, Thetford, Norfolk IP24, Royaume-Uni","0.8252","52.4772","","None","None","None","72","18","","","","","","","","None","","BA Metalwork in NCM 1966, Fig. 17.","JW - Unidentified cards from BA index drawer A20.,40","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24952966902","https://farm2.staticflickr.com/1514/24952966902_2e27c0f98d_m.jpg","superuser","BitsandBobsPt2"
"59170","580","Flanged Chisel","","","Culham,Oxfordshire","Culham, Abingdon, Oxfordshire OX14, Royaume-Uni","-1.2703","51.6521","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071095615","https://farm2.staticflickr.com/1527/25071095615_aac491c3be_m.jpg","superuser","BitsandBobsPt2"
"59171","580","Punch","","BM,WG 2032","Suffolk,Eriswell","Eriswell, Brandon, Suffolk IP27, Royaume-Uni","0.5348","52.3733","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703451179","https://farm2.staticflickr.com/1524/24703451179_6a8d186c3d_m.jpg","superuser","BitsandBobsPt2"
"59172","580","Slotted Ring-Fastener","","BM 52. 6-26. 103","Suffolk,Exning","Exning, Newmarket, Suffolk CB8, Royaume-Uni","0.3718","52.2658","","None","None","None","","","","","","","","","","","Bronze pendant filled with baked clay.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071095215","https://farm2.staticflickr.com/1451/25071095215_0649c5ac41_m.jpg","superuser","BitsandBobsPt2"
"59173","580","Tracer","","WG 2030","Suffolk,Icklingham Heath","Icklingham, Bury Saint Edmunds, Suffolk IP28, Royaume-Uni","0.5971","52.3269","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071094975","https://farm2.staticflickr.com/1666/25071094975_e5d25ae0b6_m.jpg","superuser","BitsandBobsPt2"
"59174","580","Knife","A","BM 1927. 11-14. 14.","Suffolk,Lakenheath","Lakenheath, Suffolk, Royaume-Uni","0.5219","52.4139","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24444223003","https://farm2.staticflickr.com/1445/24444223003_32f13566c3_m.jpg","superuser","BitsandBobsPt2"
"59175","580","Palstave Chisel","","British Museum, 56. 6-27, 42.","Suffolk,Mildenhall, Burnt Fen.","Mildenhall, Bury Saint Edmunds, Suffolk IP28, Royaume-Uni","0.5156","52.3476","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24977779561","https://farm2.staticflickr.com/1472/24977779561_dcfdab5609_m.jpg","superuser","BitsandBobsPt2"
"59176","580","Socketed Axe","","","Wangford Heath,Forest Heath,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","27","Socket 30; 20 x 21","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24775485660","https://farm2.staticflickr.com/1688/24775485660_25e03c91ac_m.jpg","superuser","BitsandBobsPt2"
"59177","580","Socketed Axe","","","Wangford Heath,Forest Heath,Suffolk","Wangford, Beccles, Suffolk NR34, Royaume-Uni","1.624","52.3555","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24440439754","https://farm2.staticflickr.com/1501/24440439754_93d148d7e4_m.jpg","superuser","BitsandBobsPt2"
"59178","580","Socketed Axe","","","Wangford Heath,Forest Heath,Suffolk","Wangford, Beccles, Suffolk NR34, Royaume-Uni","1.624","52.3555","","None","None","None","24","22; 35 x 36","","","","","","","","","Oval socket. Two internal ribs.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24952965062","https://farm2.staticflickr.com/1663/24952965062_b1a58097a7_m.jpg","superuser","BitsandBobsPt2"
"59179","580","Socketed Axe","","","Wangford Heath,Forest Heath,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","39","44; 27 x 28","","","","","","","","","Double mouth mouldings. Rectangular socket.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703449909","https://farm2.staticflickr.com/1444/24703449909_fa6efcf485_m.jpg","superuser","BitsandBobsPt2"
"59180","580","Socketed Axe","","","Wangford Heath,Forest Heath,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24775485150","https://farm2.staticflickr.com/1560/24775485150_2ea581debb_m.jpg","superuser","BitsandBobsPt2"
"59181","580","Socketed Axe","","","Wangford Heath,Forest Heath,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","21","Socket 23; 29 x 31","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24440439214","https://farm2.staticflickr.com/1613/24440439214_d1fd2a459e_m.jpg","superuser","BitsandBobsPt2"
"59182","580","Socketed Axe Frag.","","","Wangford Common,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","","","","","","","","","","","Socketed axe with broken blade, oval socket, single moulding at mouth.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703449569","https://farm2.staticflickr.com/1681/24703449569_207ed14eeb_m.jpg","superuser","BitsandBobsPt2"
"59183","580","Socketed Axe Frag.","","","Wangford Common,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","29","33; 20 x 24","","","","","","","","","Socket & partial blade fragment, rectangular socket.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24977778491","https://farm2.staticflickr.com/1714/24977778491_1256b553e3_m.jpg","superuser","BitsandBobsPt2"
"59184","580","Socketed Spearhead Blade Frag.","","","Wangford Common,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","","","","","","","","","","","Blade fragment.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071093795","https://farm2.staticflickr.com/1511/25071093795_711186b661_m.jpg","superuser","BitsandBobsPt2"
"59185","580","Socketed Spearhead Frag.","","","Wangford Common,Suffolk","Wangford, Brandon, Suffolk IP27, Royaume-Uni","0.5744","52.4274","","None","None","None","","","","","","","","","","","Crushed socketed spearhead fragment.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071093685","https://farm2.staticflickr.com/1584/25071093685_d648830864_m.jpg","superuser","BitsandBobsPt2"
