"id","old_findID","fromdate","todate","fourFigureLat","fourFigureLon"
817282,"WMID-D9A2D5",-1150,-800,52.48806775,-1.33871949
816960,"WMID-C4624B",-1500,-1150,52.82252931,-1.97176268
816026,"GLO-56E43D",-2800,-1800,51.92281051,-2.40855925
814980,"LVPL-C78348",-1700,-1500,52.52177586,1.07920849
814686,"BERK-B1F4BB",-1500,-1300,51.4351403,-1.18139612
814632,"WAW-B06603",1500,900,52.30112117,-2.01608649
814440,"WMID-9C4EAC",-950,-750,52.54297762,-1.54432979
814120,"NMS-4BC5BC",-2350,-1501,52.73228139,0.54592338
813906,"GLO-33F97A",-1500,-1150,51.98598434,-1.66649381
813848,"LANCUM-31A16D",-1500,-1100,53.72921395,-2.5319753
813624,"WMID-1B203F",-1000,-800,52.66030943,-2.31191285
813174,"KENT-C91A27",-1000,-800,50.98100948,0.83361096
812931,"LEIC-B38883",-1000,-800,52.52900619,-0.82217049
812689,"LEIC-A02211",-1500,-1150,52.23964141,-0.02432465
812575,"LEIC-9D99FC",-2350,-1500,52.71197581,-1.2021189
812323,"LANCUM-8A5846",-1000,-800,52.99185416,-0.42225014
812149,"BH-763A4D",,,51.98948027,-0.12274292
811787,"CORN-24C7BA",-2300,500,50.1429742,-5.54236741
811362,"LEIC-0ABAE7",-1600,-1001,52.78325296,-1.11185616
811198,"BERK-07A804",-1150,-800,51.93045132,-1.30331237
811120,"BERK-F7C4D0",-2150,-1600,51.93045132,-1.30331237
810244,"KENT-894EAA",-2500,1500,51.30432312,0.85348882
809750,"LANCUM-60E45B",-1000,-800,54.22790089,-3.18263563
809500,"WILT-4C3892",-2500,-1500,51.38401386,-2.08760613
809078,"KENT-E6AF68",-1000,-1,51.36579224,0.52685767
809077,"KENT-E696C3",-1000,-1,51.36579224,0.52685767
808605,"GLO-B95E3B",-2200,-1500,51.46494791,-2.07336636
807646,"SOM-3BA068",-2350,-800,50.95869154,-2.79871333
807637,"SOM-3B6A7D",-2350,-800,50.95869154,-2.79871333
807494,"KENT-28E91A",-1000,-1,51.12505358,0.82812849
807003,"HAMP-D11447",-1100,-650,51.12326854,-2.05853319
806797,"GLO-BD4B4A",-220,-1500,51.97664897,-2.43816634
806575,"BERK-B6B90D",-1100,-800,51.55354532,-1.43889257
806570,"BERK-B649D8",-1500,-800,51.55354532,-1.43889257
806432,"LANCUM-A6E169",-2550,-1600,53.84663226,-2.38146836
806069,"WILT-90C8FE",1500,1200,51.01537053,-1.95860828
805698,"BERK-4D1172",-1800,-600,51.54448457,-1.42458361
805657,"NMGW-3F3BBC",-1750,-1500,51.74879092,-2.95743199
805624,"NMGW-3EA2A8",-1000,-800,51.72095241,-3.05818117
805577,"YORYM-3DA0E4",-1600,-800,53.80352209,-0.6349027
805402,"WILT-2B2AF1",1100,1500,51.01537053,-1.95860828
805235,"LEIC-287929",-1500,-800,52.56539019,-0.86545657
805249,"NARC-28DBD4",-2350,-1600,52.46666051,-0.88271676
805054,"WILT-15C64C",-1000,-650,50.97921639,-1.78770725
804929,"LIN-12E7A1",-1000,-700,53.4594918,-0.43509125
804927,"LIN-12DB24",-1000,-700,53.4594918,-0.43509125
804398,"CAM-BCD9FF",-4000,-300,52.50435385,-0.27769121
804331,"WILT-AC4FB1",-1600,-1150,51.35696753,-1.84341314
803892,"ESS-800C5F",-1500,-800,51.56845754,0.29276095
803473,"BERK-2CF06A",-1400,-400,51.66143571,-1.4375616
803455,"SUR-2C92AC",-900,-600,51.2592568,-0.63993175
803398,"CAM-2B0E61",-4000,-300,52.50435385,-0.27769121
803316,"CAM-28B4CD",-2400,-300,52.50435385,-0.27769121
803310,"CAM-2888F4",-2400,-300,52.50435385,-0.27769121
803243,"CORN-186CD3",-2150,-700,50.11169937,-5.67996024
803241,"CORN-186044",-2150,-700,50.06593604,-5.7044071
803236,"CORN-183F23",-2000,-1700,50.1429742,-5.54236741
803218,"YORYM-17D783",-1100,-800,54.36808581,-1.67828782
803057,"GLO-142A16",-2500,-1800,51.851462,-2.17562215
803045,"GLO-13F38B",-2500,-1800,51.851462,-2.17562215
802799,"DEV-FC253B",-1600,-800,50.40159139,-3.61950766
802796,"CORN-F588DE",-1150,-700,50.11475892,-5.58225589
802795,"CORN-F4B411",-1150,-700,50.12459427,-5.55500287
802516,"LANCUM-D8A073",-1000,100,54.02477268,-1.26880066
802501,"LANCUM-D86241",-1000,-800,54.02477268,-1.26880066
802377,"WMID-D5511E",-2500,-2050,52.66009167,-2.38583435
802317,"BERK-D3E079",-1150,-850,51.81303213,-1.21808761
802293,"CORN-B51CDB",-1300,-1150,50.11475892,-5.58225589
802275,"CORN-A863F7",-1150,-700,50.10621313,-5.56762893
802133,"BERK-913FEA",-1400,-800,51.58051811,-1.43856061
802106,"SUR-86E9DD",-1500,-700,50.97575296,-1.07554754
802105,"SUR-86E183",-900,-700,50.97575296,-1.07554754
801574,"SUR-5AE176",-1400,-1250,51.69789598,-1.55286221
801495,"SWYOR-58B542",-1000,1,53.40426685,-1.2193128
801426,"LANCUM-566167",-2100,-1900,53.65647818,-1.30544954
801380,"BERK-54BC4C",-1500,-1100,51.55354532,-1.43889257
801371,"BERK-5433ED",-1500,-800,51.55354532,-1.43889257
801370,"BERK-541D14",-1500,-800,51.55354532,-1.43889257
801248,"CORN-0931DE",-2100,-700,50.35295412,-5.12210912
800817,"SUR-C8CCE9",-1500,-600,51.16359985,-0.21367852
800723,"YORYM-C26951",-2150,-1500,53.46305617,-0.73622745
800315,"LIN-709F56",-1150,-950,53.2114348,-0.74364341
799927,"DENO-43A8FA",-800,-700,53.14986872,-0.88001897
799828,"WMID-323066",-1600,-1100,52.58808749,-1.58814355
799530,"SUR-08E3A4",-1300,-900,51.69805305,-1.5962678
799510,"SUR-013F03",-1150,-600,51.15461223,-0.21402563
799472,"SUR-F1CCB3",-900,-700,51.2908745,-1.1265994
799285,"PUBLIC-C786E4",-1000,-700,53.4594918,-0.43509125
799094,"WMID-B2794D",-1500,-1150,52.62431132,-2.3264292
799061,"DUR-B0F79E",-2350,-1500,55.07831025,-1.81358342
798935,"BERK-AD8EB5",-2200,-1900,51.55354532,-1.43889257
798931,"BERK-AD1C8B",-2500,-1800,51.54448457,-1.42458361
798924,"SWYOR-A4FBE9",-2300,-1500,53.91623488,-1.16412211
798874,"LANCUM-9DF379",-2150,-1150,54.00628749,-2.81014485
798854,"WMID-9C7D1A",-2400,-1600,52.52558025,-1.7361221
798710,"WILT-893AE8",-1500,-800,51.11416319,-2.17280853
798423,"SOM-36B525",-1400,-1150,51.28227423,-2.81865291
798214,"DENO-205757",-1500,-1300,53.21490213,-1.13290703
798063,"BERK-1A9329",-1150,-800,51.54455436,-1.43900311
798007,"YORYM-0BC762",-1000,-800,54.1019551,-0.10510691
797996,"YORYM-0B7F8C",-1000,-800,54.10219483,-0.12039123
797991,"LANCUM-0B60F3",-1150,-300,53.90077622,-2.30586625
797553,"GLO-A1ABD7",-2200,-1500,51.86886676,-2.40806998
797523,"KENT-A1066C",-2350,-2050,51.41243888,0.8458364
797477,"NLM-A02E0E",-2350,-1600,53.67609995,-0.50277172
797473,"NLM-A01935",-2350,-1600,53.67609995,-0.50277172
797450,"NLM-9F71F2",-2350,-1600,53.67609995,-0.50277172
797408,"DUR-9E3CCD",-1900,-800,54.52128425,-1.95516538
797400,"DUR-9E17B1",-1100,-800,54.61068636,-1.6608963
797371,"PUBLIC-9D800A",-1000,-800,51.11426843,-2.07280766
796817,"ESS-20B4F7",-1500,-800,51.7904279,0.43451543
796722,"HAMP-0E160D",-2300,100,51.09470339,-1.38734118
795977,"LEIC-79D261",-1600,-800,52.92416219,-0.78172536
795904,"KENT-77798C",-1150,-850,50.97575296,-1.07554754
795890,"KENT-771163",-25000,-15000,51.29484695,0.4799247
795808,"WAW-76B07A",-1500,-1150,52.0314004,-2.04514052
795789,"WAW-76615B",-1500,-800,52.0314004,-2.04514052
795784,"WAW-764F84",-950,-800,52.0314004,-2.04514052
795779,"WAW-762B82",-800,-700,52.0314004,-2.04514052
795749,"PUBLIC-69605F",,,51.15879735,1.25931081
795562,"BERK-5EABF5",-1500,-700,51.54455436,-1.43900311
794627,"LEIC-E60ADC",-2200,-1000,52.55654246,-0.88043523
794518,"WAW-E3F2D5",-2350,409,52.6949811,-1.36519162
794463,"SUSS-E33637",-1000,-800,51.68799042,0.15411415
794194,"CORN-D0690C",-1400,-700,50.13399783,-5.54170377
794190,"DUR-D05725",-2350,-800,54.31427771,-1.72482112
794162,"CORN-CFAF67",-1100,-800,50.55601234,-4.92371266
794144,"DUR-CEDE05",-2350,-2050,54.31427771,-1.72482112
794104,"BUC-CE327F",-2500,-700,51.74656096,-0.79917168
793852,"SWYOR-BB6C1F",-1500,-800,54.04392102,-1.49753781
793542,"NMS-A654E9",-2350,-1501,52.63573543,1.19068547
793505,"NMS-A5D66C",-2350,-1501,52.63573543,1.19068547
793500,"SUSS-A57E95",,,50.80964315,-0.0142995
793109,"SUR-516D99",-2500,-600,51.54302702,-1.17946233
793107,"SUR-5168CC",-2500,-600,51.54292534,-1.16504412
793106,"SUR-516177",-900,-700,51.54292534,-1.16504412
793104,"SUR-515B55",-900,-700,51.54292534,-1.16504412
792767,"SWYOR-3923D4",-1700,-1500,53.75735063,-2.04698089
792400,"CORN-13BCC9",-1000,-800,50.09491254,-5.34302799
792112,"WAW-D8BCB8",-2150,-300,52.06651053,-1.54919228
791389,"SUR-7EE297",-2500,-1500,51.19325557,-0.3985832
791365,"SUR-7E79E1",-1500,-1150,51.22296353,-0.61236079
791234,"SUR-6E5591",-2500,-1500,51.18179261,-0.22728358
791186,"FAKL-54BF08",-4000,-1400,54.31438571,-0.5104397
791155,"SUR-412483",-1500,410,51.22573493,-0.87005746
791138,"SUR-40C88A",-1500,-700,50.96750782,-1.17539934
791135,"SUR-40C171",-900,-700,50.95851646,-1.17555844
790094,"FAKL-FE2AC4",-2350,-1600,54.08022003,-0.47297834
790013,"BERK-FB45B1",-1500,-800,51.54448457,-1.42458361
789538,"SWYOR-AC278F",-1000,-700,52.75400138,1.14003828
789411,"BERK-A58124",-1500,-800,51.54441301,-1.41016417
789340,"PUBLIC-97C839",-1500,-1300,53.30769963,-0.51569156
789131,"BERK-9029EC",-2000,-1600,51.54441301,-1.41016417
788288,"NMS-573F0A",-4000,-401,52.88044769,1.119442
788226,"DUR-55B143",-2500,-800,55.14127476,-1.86035272
788215,"DENO-557DA5",-2350,-1400,52.96167748,-0.94443931
787999,"SUR-1BB663",-2500,-600,50.9466153,-0.83413168
787873,"SUR-17C0B2",-1500,-1150,51.25662382,-1.39952254
787740,"WILT-04C3E6",-1000,-800,50.97033169,-1.85895622
787624,"KENT-0278AC",-1600,-801,51.15333176,1.13020128
787302,"SUSS-EC7134",-1550,-1150,51.11426843,-2.07280766
787241,"KENT-EB6992",-1000,-1,51.37630183,0.4555851
787156,"NMGW-DBE3D3",-1300,-1100,52.90088368,-4.64791389
787099,"NMGW-DABBEA",,,51.56467611,-3.386377
787044,"LIN-D95544",-1275,-1140,53.23823588,-0.7278748
786938,"WMID-D67E95",-1900,-1100,52.89395078,-2.34331706
786904,"LIN-D574B4",-1600,-1400,52.92111665,-0.51407123
786901,"WMID-D55839",-1600,-800,52.88491771,-2.35810662
786881,"BERK-D3F9AE",,,51.57038777,-1.2366848
786875,"BERK-D3C2E5",,,51.57038777,-1.2366848
786753,"SUR-C0A997",-1500,-700,51.55702962,-0.73204436
786752,"SUR-C09E92",-2500,410,51.54302702,-1.17946233
786715,"SUR-B2A376",-1500,-600,51.48587068,-0.80603102
786222,"YORYM-6DC25D",-1000,-800,54.13883382,-0.16465832
786190,"YORYM-6D3C04",-1000,-800,54.12985098,-0.16505544
786159,"YORYM-6CB843",-1000,-800,54.13054175,-0.2109414
786072,"DUR-5B5BFB",-2350,-800,54.85373529,-1.8769215
786069,"DUR-5B55AD",-2350,-800,54.85373529,-1.8769215
785872,"WMID-57EF80",-1300,-1200,52.57058436,-2.23750299
785697,"GLO-46BF41",-2200,-800,51.88684807,-2.4082329
785660,"SUR-463091",-2500,-600,51.54292534,-1.16504412
785246,"WMID-306462",-1050,-950,52.89395078,-2.34331706
785159,"KENT-2E280D",-1400,-1150,50.98305038,0.74824083
785093,"SUR-2B05A8",-1150,-800,51.49584317,-0.90660893
785016,"SUR-0932AB",-1500,-700,51.5548304,-1.88600629
785014,"SUR-092BE1",-2500,-1500,51.5548304,-1.88600629
784975,"SUR-027FDC",-900,-600,51.55293717,-1.32351557
784822,"NMS-E126C2",-2300,-1700,52.64510298,0.82174649
784563,"KENT-D87B9B",-1400,-1250,51.12259338,0.92802405
784553,"KENT-D7B811",-2200,-1900,51.15060001,0.88689429
784521,"GLO-C867E3",-3000,-1800,51.94110134,-2.30689592
784520,"GLO-C85373",-3000,-1800,51.9679069,-2.36530214
784257,"LANCUM-B28EB0",-2050,-1750,53.85557061,-2.39675242
784131,"YORYM-AFF4DB",-1500,-1300,53.77313458,-1.27317958
784087,"SWYOR-AED491",-2400,-1000,53.65847651,-1.94094904
783912,"WILT-99E11D",-1200,-500,51.27597689,-1.80068016
783893,"WILT-98DF4E",-2150,-800,51.27597689,-1.80068016
783810,"WMID-5DEA89",-2000,-1500,52.75927618,-1.71989519
783627,"LEIC-4908C2",-3300,-1000,52.80806265,-0.85915052
783623,"LEIC-48F0BB",-3300,-1000,52.80806265,-0.85915052
782914,"BERK-0A0DD7",-2000,-1700,51.53588568,-1.51119771
781971,"DOR-9A6EE6",-1000,-800,50.67248022,-2.52496504
781882,"LANCUM-8BB5A7",-1000,-750,53.99955279,-0.49118889
781430,"BERK-36BF03",-2150,-1500,51.85023903,-1.43521233
781349,"WILT-3398C4",-1000,-800,51.31186269,-1.75748337
781139,"DOR-1FC0EB",-2700,-1600,51.04196629,-2.30091239
781106,"ESS-1E9061",-1000,-800,51.69814845,0.54533525
781097,"DOR-1E4620",-2700,-1600,51.04196629,-2.30091239
781094,"DOR-1E2FA1",-2700,-1600,51.04196629,-2.30091239
781090,"DOR-1E1219",-2700,-1600,51.04196629,-2.30091239
780763,"NLM-F8611D",-2350,-1600,53.67702195,-0.57843757
780755,"SUR-F8335E",-1500,-1200,51.77886767,-1.56655767
780726,"SUR-F7C193",-1200,-800,51.52534027,-1.22302357
780686,"DENO-F70BF6",-900,-800,53.15142036,-1.05941975
780613,"SWYOR-F3AE5B",-3300,-1000,53.92314143,-0.90511136
780319,"SUR-DE2186",-1500,-700,51.17701467,-1.77249601
780298,"SUR-DD84FE",-1000,-100,51.15661878,-1.21493163
780103,"DOR-A09E8A",-1600,-800,50.66432336,-2.28434114
779995,"NMS-8E5122",-1000,-701,52.7383663,1.05001292
780001,"KENT-8E87D9",-1000,-1,51.37630183,0.4555851
779968,"KENT-8DE686",-1000,-1,51.37630183,0.4555851
779958,"KENT-8DCDE3",-1000,-1,51.37630183,0.4555851
779639,"DOR-761B1C",-1600,1100,50.76330752,-2.25658361
779426,"WILT-62F48A",-1000,100,51.45587485,-1.84307555
779405,"WILT-623C7B",-1500,-800,51.45587485,-1.84307555
779148,"ESS-4B8242",-1000,-800,51.67304766,0.45714235
778655,"SWYOR-E46E2C",-3300,-1000,53.64547952,-1.01820897
778650,"SWYOR-E426B1",-3300,-1000,53.64547952,-1.01820897
777914,"CORN-A2CAA0",-1600,-1100,50.11604502,-5.54037749
777732,"BERK-773E87",-1500,-1400,51.66136563,-1.42310504
777635,"WILT-669FA1",-1500,-1100,51.19516483,-1.88689397
777234,"LIN-4D4DF6",-2050,-1700,53.20770643,-0.4293063
777032,"GLO-3B4F4D",-2200,-1500,51.97659387,-2.45272442
776870,"DUR-27FF15",-1150,-800,54.43989491,-1.64688923
776826,"KENT-27087C",-1500,-1100,51.33695583,0.61142006
776534,"SUR-E3FDA5",-2500,-600,51.54302702,-1.17946233
776461,"SUR-D5A3E7",-1500,-1150,51.53340007,-1.093133
776182,"SUR-CF1221",-900,-700,51.71576402,-1.52373669
775929,"SUR-B7F695",-1200,-1000,51.24690047,-1.27070479
775791,"DUR-A7968E",-1500,-1150,52.75439241,1.12524406
775027,"LANCUM-17104C",-2500,-300,53.7922584,-2.50241327
775022,"SUSS-16EB24",-1500,-800,50.82547658,-0.46799343
774910,"SWYOR-14538A",-2400,-1000,54.12585287,-2.0320977
774801,"CORN-10D5E6",-800,-700,50.08633559,-5.32844843
774758,"SUSS-026B21",-3000,-1500,50.81843204,-0.62438385
774754,"SUSS-022861",-3000,-1500,50.81843204,-0.62438385
774747,"SUSS-01F7B9",-3000,-1500,50.8094421,-0.62464788
774654,"CORN-FE2E0D",-950,-850,50.33136455,-4.53046784
774385,"GLO-C15ECD",-2200,-1500,51.40987151,-2.51899165
774372,"GLO-C0F6F8",-2800,-800,51.93235669,-2.19048245
773841,"YORYM-942674",-2000,-1500,54.30109326,-0.9565768
773692,"LIN-81A214",-1600,-1250,53.51920888,-0.2066339
773293,"SUR-57759E",-2500,-600,50.97575296,-1.07554754
773284,"SUR-570334",-1500,-700,50.95861605,-1.18979509
773053,"DUR-2BD572",-1800,-1000,54.51202438,-1.73894038
772619,"LIN-047423",-2100,-1500,53.31553097,-0.42535046
772497,"YORYM-FF95AD",-2350,-801,54.13883382,-0.16465832
772495,"YORYM-FF8E20",-2350,-801,54.13883382,-0.16465832
772493,"YORYM-FF872D",-2350,-801,54.13883382,-0.16465832
772441,"SWYOR-F071D6",-3300,-1000,53.65847651,-1.94094904
772305,"SWYOR-ECD745",-2400,-1000,53.65847651,-1.94094904
771693,"YORYM-86F1B4",-1000,-800,52.15726316,-1.94294685
771445,"BH-8196E7",-1000,-800,51.14043425,-1.55826542
771313,"WILT-6F5708",-1400,-1150,51.06928669,-2.10128089
771140,"PUBLIC-5D2FC3",-1000,-500,51.48225694,0.54769592
771079,"SWYOR-5B3847",-3300,-1000,53.65847651,-1.94094904
770754,"WILT-46374E",-1500,-1300,50.98822798,-2.20083415
770214,"SUR-F3510D",-2500,-600,51.17610919,-1.48639934
770202,"BH-F2F48E",-1000,-800,51.96614523,-1.25909308
769367,"LEIC-ACC4AD",-2500,-800,52.7210632,-1.21675864
768764,"LEIC-4906F2",-2700,-1600,52.59162411,-0.79096776
768401,"CORN-305EB5",-1500,-700,50.52155236,-4.47008724
767954,"SUR-031958",-1400,-1150,51.93078107,-1.36148292
767708,"PUBLIC-CB5542",-1550,-1150,50.93277801,-0.42177696
767462,"ESS-B608B5",-1500,-1150,51.92077994,0.2088706
767439,"CORN-B55811",-1000,-500,50.40906988,-5.04133937
767365,"KENT-B376FD",-1000,-800,51.35162233,1.11497745
767310,"LEIC-B1EC1E",-2350,-1600,52.78230625,-0.9932637
767197,"LANCUM-A14C35",-2150,-800,53.8646076,-2.38163198
766932,"WMID-8BE397",-2300,-1800,52.30063592,-2.33870661
766810,"YORYM-8A4196",-2150,-1500,53.73841761,-0.45507203
766809,"WAW-8A40C7",-1250,1500,51.82406645,-1.63867115
766801,"WAW-8A1C15",-1250,-800,52.15712106,-2.19144171
766614,"SUR-751073",-900,-700,50.95655792,-0.93354916
766613,"SUR-750511",-1500,-1200,50.95655792,-0.93354916
766371,"SUR-49AF85",-1100,-900,51.40764468,-1.1099997
766325,"BERK-475C01",-2000,-1700,51.70699339,-1.58171638
766157,"KENT-350034",-1500,-1100,51.14044367,1.27231589
766150,"KENT-3489FD",-1250,-1125,51.27590126,1.25325714
765820,"KENT-1DFBE7",-1000,-1,51.35523971,0.59809607
765792,"KENT-1D1AD1",-1000,-1,51.24445666,0.30526608
765746,"PUBLIC-0F51CC",2200,1700,51.69795012,-1.56733069
765441,"YORYM-07FD7B",-1000,-800,53.94083207,-0.87417933
765136,"PUBLIC-BAA2C5",-4000,-801,51.13460684,1.15752741
765134,"PUBLIC-BA8178",-4000,-801,51.13460684,1.15752741
765133,"PUBLIC-BA46DA",-4000,-801,51.13460684,1.15752741
764884,"BERK-A391A9",-1600,-800,51.74273642,-1.52345331
764718,"LIN-9FDC1A",-1000,-800,53.25099258,-0.30780794
764712,"LIN-9FC1C6",-1000,-800,53.25099258,-0.30780794
764640,"LEIC-9D9AFA",-2350,-1500,52.81719198,-0.87375008
764637,"LEIC-9D80A9",-2350,-1500,52.81719198,-0.87375008
764636,"LEIC-9D71E6",-2350,-1500,52.81719198,-0.87375008
764634,"LEIC-9D61F7",-2350,-1500,52.84415503,-0.87305262
764633,"LEIC-9D5205",-2350,-1500,52.81705032,-0.85891522
764631,"LEIC-9D2303",-2350,-1500,52.80861801,-0.91847846
764629,"LEIC-9CFF65",-2350,-1500,52.82603797,-0.8586798
764627,"LEIC-9CDD48",-2350,-1500,52.83516736,-0.87328523
764625,"LEIC-9CCE27",-2350,-1500,52.81705032,-0.85891522
764624,"LEIC-9CC16D",-2350,-1500,52.81705032,-0.85891522
764622,"LEIC-9C9DAE",-2350,-1500,52.81705032,-0.85891522
764526,"KENT-8D72EC",-1250,-800,51.50034504,0.08761954
764182,"GLO-75D04E",-1250,-800,51.75177187,-2.46495804
763690,"DUR-2372A1",-1700,-1500,54.23706997,-0.83544522
762993,"PUBLIC-F6E044",-2500,800,53.51218257,-0.34266355
762924,"LIN-E5872D",-1550,-1350,53.05590887,-0.50943803
762343,"YORYM-914369",-1000,-800,53.92500591,-1.13349025
761801,"WILT-682E7A",-1500,-700,51.46486634,-1.84304476
760973,"SUR-253F28",-2500,-600,51.54292534,-1.16504412
760948,"SUR-151190",-1600,-1150,51.55043222,-0.97741416
760920,"LEIC-115815",-1500,-800,52.7210632,-1.21675864
760852,"LON-FD49EB",,,51.4770308,-0.1294578
760838,"LON-FCDBD7",,,51.4770308,-0.1294578
760828,"LON-FC777C",,,51.4860175,-0.12909005
760806,"LON-FB2924",,,51.4770308,-0.1294578
760638,"PUBLIC-E811B6",-3000,-1500,51.03479965,-0.03321638
760624,"PUBLIC-E7C28E",-3000,-1500,51.03479965,-0.03321638
760586,"PUBLIC-E6A15E",-3000,-1500,51.03479965,-0.03321638
760583,"PUBLIC-E67888",-3000,-1500,51.03479965,-0.03321638
760578,"PUBLIC-E65736",-3000,-1500,51.03479965,-0.03321638
760470,"SUR-E3D183",-1500,-600,51.22130447,-1.54317323
760440,"LON-E2C992",,,51.47859464,-0.23020105
760419,"WILT-D43108",-1000,43,51.60877832,-1.88587154
760402,"NMS-D3F08B",-2350,-1501,52.70641557,1.55121149
759900,"BERK-B9F879",-1000,-800,51.68744864,-1.26364999
759087,"KENT-2A2156",-1000,-700,51.19784052,1.1475355
758707,"NMS-930535",-1600,-1001,52.97507337,0.54528118
758627,"SUSS-829D90",-2500,-1500,50.86055032,0.59891556
758435,"WAW-473987",-1750,-1550,51.91324102,-1.44896081
758385,"CORN-423D5D",-2800,-800,50.23734241,-5.3950695
757980,"SOM-283482",-2500,-1600,51.23938384,-2.43112169
757864,"SUR-1530DF",-1000,-800,51.91767139,0.3686823
757783,"BERK-042843",-1100,-800,51.43780084,-1.785591
757559,"GLO-FE346D",-4500,-800,51.4537613,-2.72097442
757556,"GLO-FE1300",-2800,-800,51.4537613,-2.72097442
757501,"PUBLIC-EE3DC8",-2500,-2200,50.80045216,-0.62491179
756938,"HAMP-8548DB",-2150,-800,51.13133113,-1.52976973
756915,"SUSS-8438EC",-1200,-700,52.66578814,1.07453739
756860,"CORN-8149A2",-1000,-800,50.203855,-5.30859056
756644,"WILT-6DEC5A",-1500,-800,51.09613338,-2.20130184
756588,"ESS-6B238A",-1000,-800,51.77480396,0.31770306
756358,"SUR-48408B",-1150,-600,51.59813251,-1.36615674
756253,"SUR-435269",-1000,100,50.99487028,-1.23191257
756242,"SUR-3F27E3",-900,-700,51.22130447,-1.54317323
756214,"SUR-32B026",-1000,-1,51.16799412,-1.75823784
756195,"SUR-31E966",-900,-100,51.16796372,-1.7439355
756107,"SUR-29CED6",-2500,-350,51.55191577,-1.16487958
755461,"YORYM-EEFF88",-1500,-800,54.07003762,-0.3816562
755344,"WILT-DCD4DE",-1500,-1050,51.95877794,0.9385525
754964,"SUSS-C73B89",,,50.8818564,-0.66516371
754120,"DEV-60A5B2",,,50.51023794,-3.56680746
753652,"CPAT-46AD6C",,,52.68205788,-3.15522961
753532,"LON-448FC2",,,51.46040223,-0.21650964
753063,"SWYOR-220A7C",-1150,-800,53.82903324,-0.51251804
753058,"SWYOR-1F74C1",-1500,-1150,53.24753848,-0.75757344
752618,"BERK-CB64E6",-1500,-1100,51.70699339,-1.58171638
752600,"SWYOR-CA7E8A",-2400,-2200,53.40426685,-1.2193128
752598,"SWYOR-CA730A",-2400,-2200,53.40426685,-1.2193128
752595,"SWYOR-CA6742",-2400,-2200,53.40426685,-1.2193128
751949,"BERK-AF8CB9",,,51.70694101,-1.56724498
751731,"ESS-9CEF92",-1600,-1400,52.00271617,0.15462487
751390,"CORN-52EF32",-800,-700,50.53840307,-4.90850818
751127,"YORYM-46B99F",-10000,-800,54.02470345,-0.35288456
750616,"DENO-1EBC64",-2400,-1600,53.09580392,-0.86648899
750612,"BH-1E9204",-1000,-800,51.82329007,0.13154037
750561,"DENO-1CED4D",-1600,-800,53.09580392,-0.86648899
750528,"BERK-1C2022",-2350,-1001,51.65244492,-1.43767284
750373,"BERK-0AAC5D",-950,-750,51.65244492,-1.43767284
750137,"YORYM-CCFA7B",-2300,-1600,54.14804899,-0.1795627
750011,"YORYM-C955FB",-1000,-800,54.19622055,-0.4073885
749563,"GLO-A1A0BC",-1100,-800,51.85126617,-2.27724781
749430,"WILT-9E8BAD",-1000,410,51.10529073,-2.04422726
749409,"LON-9DEEDB",,,51.5035277,-0.09955492
749402,"LON-9DD5A1",-2350,-801,51.5035277,-0.09955492
749072,"CORN-7E0A41",-2200,-2000,50.14591926,-5.44458484
749058,"NMS-7AA906",-2350,-1501,52.66106548,0.51220395
748515,"WAW-245FB6",,,52.37957621,-1.23750407
748148,"ESS-0DF35D",-1500,-1150,52.25507238,0.95810848
747438,"SUSS-BA0A4B",-1500,-750,50.95259293,-0.56347871
747200,"GAT-9069EC",,,53.1998532,-4.08236054
747000,"PAS-8B52C6",-1000,-850,51.99283217,-1.21496059
746697,"SUSS-651576",-2500,-1500,50.95259293,-0.56347871
746447,"SUR-519C20",-1500,-800,51.55055697,-0.99183399
746362,"DENO-4F12EB",-2000,-1700,53.26286536,-1.82156013
746343,"LANCUM-4EBF17",-1600,-800,52.99185416,-0.42225014
746161,"SUR-38BFA5",-2500,-600,51.69795012,-1.56733069
746068,"SUSS-103D66",-1400,-1250,50.88561713,-0.26698347
745856,"IOW-FB307D",-2500,-1500,50.74354699,-1.30689544
745700,"CORN-F6BDEC",-1700,-1500,50.53081694,-4.85159184
745226,"YORYM-CD7FFB",-1100,-650,54.17580544,-1.02101455
745175,"NMS-BD7C6D",-2350,-1501,52.7383663,1.05001292
745128,"WILT-BCBB58",-1500,-700,50.76240318,-2.52597106
744975,"LEIC-B96481",-1500,-1100,52.76629216,-1.26041005
744924,"WILT-B88605",-1600,-1001,50.76240318,-2.52597106
744915,"ESS-B857B6",-1000,-800,51.88202991,0.35227697
744911,"WILT-B83B8F",-1500,-1050,51.28510506,-2.08741725
744857,"SWYOR-A609BB",-1500,-1150,54.02607009,-1.52828268
744472,"SOM-63A448",-1600,-1000,51.20389432,-3.47571652
744456,"KENT-62F309",-2500,-700,51.12976362,0.99995138
744376,"SOM-5287CB",-2350,-800,51.1851486,-2.50215467
744367,"SOM-526326",-2350,-800,51.1851486,-2.50215467
744340,"SOM-51B02A",-2700,-1600,51.4177979,-2.72040828
744292,"WILT-4FB63B",-1000,-800,51.30301737,-1.84359647
743666,"SUR-144892",-900,-700,51.16796372,-1.7439355
743264,"WAW-D02B82",-1600,-1100,52.16564945,-2.38154056
743164,"SWYOR-BECF02",-1000,-800,53.96884398,-0.21787507
