"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"59188","817","Socketed Axe Blade Frag.","","","WANGFORD COMMON,Suffolk","Wangford, Beccles, Suffolk NR34, UK","1.6239940000000388","52.355522","","None","None","None","","","","","","","","","","","Socketed Axe blade fragment","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/25071093265","https://farm2.staticflickr.com/1507/25071093265_cdfc78db2b_m.jpg"
"59189","580","Socketed Axe","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Socketed axe with rectangular socket with triple moulding, chipped blade edge.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24444221263","https://farm2.staticflickr.com/1666/24444221263_c31fbef447_m.jpg"
"59189","817","Socketed Axe","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Socketed axe with rectangular socket with triple moulding, chipped blade edge.","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24444221263","https://farm2.staticflickr.com/1666/24444221263_c31fbef447_m.jpg"
"59189",,"Socketed Axe","","","CAQSHALTON PARK;SURREY","",,,"","None","None","None","","","","","","","","","","","Socketed axe with rectangular socket with triple moulding, chipped blade edge.","","JW-Unidentified cards [...];BA Index Drawer A20","Anon.","https://www.flickr.com/photos/115096994@N02/24444221263","https://farm2.staticflickr.com/1666/24444221263_c31fbef447_m.jpg"
"59190","226","Socketed Axe","","","Carshalton Park, Surrey","Carshalton, Greater London, UK","-0.1649210000000494","51.365018","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24703448519","https://farm2.staticflickr.com/1528/24703448519_305c4c479e_m.jpg"
"59190","580","Socketed Axe","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703448519","https://farm2.staticflickr.com/1528/24703448519_305c4c479e_m.jpg"
"59190","817","Socketed Axe","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24703448519","https://farm2.staticflickr.com/1528/24703448519_305c4c479e_m.jpg"
"59191","226","Socketed Axe","","","Carshalton Park, Surrey","Carshalton, Greater London, UK","-0.1649210000000494","51.365018","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24440437934","https://farm2.staticflickr.com/1583/24440437934_3817db7107_m.jpg"
"59191","580","Socketed Axe","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24440437934","https://farm2.staticflickr.com/1583/24440437934_3817db7107_m.jpg"
"59191","817","Socketed Axe","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24440437934","https://farm2.staticflickr.com/1583/24440437934_3817db7107_m.jpg"
"59192","226","Socketed Axe","","Birmingham City Museum & Art Gallery, 26.9.68","Carshalton Park, Surrey","Carshalton, Greater London, UK","-0.1649210000000494","51.365018","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24703448379","https://farm2.staticflickr.com/1681/24703448379_0934d23177_m.jpg"
"59192","580","Socketed Axe","","Birmingham City Museum & Art Gallery,26.9.68","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703448379","https://farm2.staticflickr.com/1681/24703448379_0934d23177_m.jpg"
"59192","817","Socketed Axe","","Birmingham City Museum & Art Gallery,26.9.68","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24703448379","https://farm2.staticflickr.com/1681/24703448379_0934d23177_m.jpg"
"59193","226","Socketed Axe Frag.","","","Carhalton Park, Surrey","Carshalton, Greater London, UK","-0.1649210000000494","51.365018","","None","None","None","","","","","","","","","","","Blade fragment","","JW - Unidentified Cards from BA Index Drawer A0","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24775483470","https://farm2.staticflickr.com/1610/24775483470_7bd376f736_m.jpg"
"59193","580","Socketed Axe Frag.","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Blade fragment.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24775483470","https://farm2.staticflickr.com/1610/24775483470_7bd376f736_m.jpg"
"59193","817","Socketed Axe Frag.","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Blade fragment","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24775483470","https://farm2.staticflickr.com/1610/24775483470_7bd376f736_m.jpg"
"59194","226","Flanged Chisel","","","Carshalton Park, Surrey","Carshalton, Greater London, UK","-0.1649210000000494","51.365018","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24952963202","https://farm2.staticflickr.com/1554/24952963202_fec437ac0e_m.jpg"
"59194","580","Flanged Chisel","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24952963202","https://farm2.staticflickr.com/1554/24952963202_fec437ac0e_m.jpg"
"59194","817","Flanged Chisel","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24952963202","https://farm2.staticflickr.com/1554/24952963202_fec437ac0e_m.jpg"
"59195","226","Palstave","","","Carshalton Park, Surrey","Carshalton, Greater London, UK","-0.1649210000000494","51.365018","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24977777081","https://farm2.staticflickr.com/1480/24977777081_da32f34a7d_m.jpg"
"59195","580","Palstave","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24977777081","https://farm2.staticflickr.com/1480/24977777081_da32f34a7d_m.jpg"
"59195","817","Palstave","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24977777081","https://farm2.staticflickr.com/1480/24977777081_da32f34a7d_m.jpg"
"59196","226","Palstave/Axe Blade Frag.","","","Carshalton Park, Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24444220623","https://farm2.staticflickr.com/1701/24444220623_aeff1aacd0_m.jpg"
"59196","580","Palstave/Axe Blade Frag.","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24444220623","https://farm2.staticflickr.com/1701/24444220623_aeff1aacd0_m.jpg"
