"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"40544","817","Ring","","Liverpool Museum,4546","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","51","","","24.8","very dark green.","rough","5","Thickness shows ""5 x6"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18580782046","https://farm1.staticflickr.com/546/18580782046_30d2813edb_m.jpg"
"40545","433","Torque (or a handle)","","Vize Collection, No. 2720,Sotheby's No. 139/3","Hungary,Josclowitz","Hungary","47.162494","19.50330400000007","","None","None","None","139","114","","209.07","Dull emerald green patina","Slightly pocked + a slight light green corrosion","7.5 x 8; 13.5 x 11; 8 x 8","","","","This appears to have been hammered into shape.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419390728","https://farm1.staticflickr.com/480/18419390728_d67a4d9a46_m.jpg"
"40545","658","Torque,(or a handle)","","Vizé Collection No. 2720,, , Sotheby's No. 139/3","Hungary,, Iosclovitz","",,,"","None","None","None","139","114","","209.07","dull emerald green patina.","slightly pocked & a slt. light green corrosion.","7.5 x 8,13.5 x 11 & 8 x 8","","","","This appears to have been hammered into shape.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419390728","https://farm1.staticflickr.com/480/18419390728_d67a4d9a46_m.jpg"
"40545","817","Torque,(or a handle)","","Vize Collection No 2720,Sotheby's No 139/3.","Hungary,[...]","Hungary","47.162494","19.50330400000007","","None","None","None","139","114","","209.07","dark emerald green","slightly pocked & a slt. light green corrosion.","7.5","Thickness shows ""7.5 x 8mm  13.5 x 11mm & 8mm x 8mm"".","","","This appears to have been hammered into shape","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419390728","https://farm1.staticflickr.com/480/18419390728_d67a4d9a46_m.jpg"
"40546","433","Torque","","Liverpool Museum, 4532M","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","184 x 175","","205.52","Light green patina","","6","","","","Good preservation. Average number of coils per inch 12.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602582352","https://farm1.staticflickr.com/439/18602582352_0f2d6c98aa_m.jpg"
"40546","658","Torque","","Liverpool Museum    4532M","Hungary,, locality unknown","",,,"","None","None","None","","184 x 175","","205..52","Light green patina.","","6","","","","Good preservation. Average number of coils per inch: 12.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602582352","https://farm1.staticflickr.com/439/18602582352_0f2d6c98aa_m.jpg"
"40546","817","Torque","","Liverpool Museum,4532 M","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","184","","205.52","light green","","6","Width shows ""184 x 175"".","","","Good presentation,Average number of coils per inch, 12.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602582352","https://farm1.staticflickr.com/439/18602582352_0f2d6c98aa_m.jpg"
"40547","433","Torque","","Liverpool Museum, 4533 M","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","185 x 184","","113.39","Fine grey green","Very smooth","6","","","","Perfect preservation.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18609231841","https://farm1.staticflickr.com/487/18609231841_6f47b5fcba_m.jpg"
"40547","658","Torque","","Liverpool Museum   4533M","Hungary,, locality unknown","",,,"","None","None","None","","185 x 184","","113.39","fine grey green.","very smooth.","6","","","","Perfect preservation.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18609231841","https://farm1.staticflickr.com/487/18609231841_6f47b5fcba_m.jpg"
"40547","817","Torque","","Liverpool Museum,4533M","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","185","","113.39","fine grey green","very smooth.","6","Width shows ""185 x 184"".","","","Perfect presentation.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18609231841","https://farm1.staticflickr.com/487/18609231841_6f47b5fcba_m.jpg"
"40548","433","Torque","","Liverpool Museum, 4532","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","286 x 254","","233.88","Light green patina","","5.5, 5.25","","","","Good preservation.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18420884509","https://farm9.staticflickr.com/8878/18420884509_cd0d4eac0c_m.jpg"
"40548","658","Torque","","Liverpool Museum    4532","Hungary,, locality unknown","",,,"","None","None","None","","286 x 254","","233.88","light green patina.","","5.5, 5.25","","","","Good preservation.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18420884509","https://farm9.staticflickr.com/8878/18420884509_cd0d4eac0c_m.jpg"
"40548","817","Torque","","Liverpool Museum,4532","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","286","","233.88","light green","","5.5","Width shows ""286 x 254"". Thickness shows ""5.5  5.25"".","","","Good presentation.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18420884509","https://farm9.staticflickr.com/8878/18420884509_cd0d4eac0c_m.jpg"
"40549","433","Bangle","","Vize Collection, No. 3121,Sotheby's No. 139/3","Italy,Tuscan Trazemino,Trazimeno","Lago Trasimeno, Province of Perugia, Italy","43.1295911","12.09468179999999","","None","None","None","97","77","","169","Dark emerald green patina.","Smooth. Bright green corrosion + slight rust.","36.5; 39.5 (thickest part)","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419351680","https://farm9.staticflickr.com/8882/18419351680_6c62ab3ab4_m.jpg"
"40549","658","Bangle","","Vizé Collection No. 3121,[, , Sotheby's No. 139/3","Italy,, Tuscany,, Trazemeno","",,,"","None","None","None","97","77","","169","dark emerald green patina.","smooth. Bright green corrosion & slight rust.","36.5, 39.5 (thickest part)","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419351680","https://farm9.staticflickr.com/8882/18419351680_6c62ab3ab4_m.jpg"
"40549","817","Bangle","","","Italy,Tuscany,Trazimeno","Lago Trasimeno, Province of Perugia, Italy","43.1295911","12.09468179999999","","None","None","None","97","77","","169","dark emerald green","Smooth. Bright green corrosion & slight rust.","36.5","Thickness shows ""36.5mm 39.5mm (thickest part)"".","","","","Vize Collection No. 3121.,Sotheby's No 139|3","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419351680","https://farm9.staticflickr.com/8882/18419351680_6c62ab3ab4_m.jpg"
"40550","433","Bangle","","Vize Collection No. 542,Sotheby's No. 140/6","Italy,Tuscany,Chuisi","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","81.5","81","","65.55","Darkish green patina","Smooth. Slightly corroded all over.","6.5 x 7","","","","Ornamented with double lines on 2 edges.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419325450","https://farm1.staticflickr.com/549/18419325450_e89f1e22c1_m.jpg"
"40550","658","BangleII","","Vizé Collection No. 542,, , Sotheby's No. 140/6.","Italy,, Tuscany,, Chuisi","",,,"","None","None","None","81.5","81","","65.55","darkish green patina.","smooth, slightly corroded all over.","6.5 x 7","","","","Ornamented with double lines on 2 edges.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419325450","https://farm1.staticflickr.com/549/18419325450_e89f1e22c1_m.jpg"
"40550","817","Bangle","","Vize Collection No 542.,Sotheby's No. 140|6","Italy,Tuscany,Chuisi","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","81.5","81","","65.55","darkish green","Smooth. Slightly corroded all over","6.5","Thickness shows ""6.5mm x 7mm"".","","","Ornamented with double lines on 2 edges","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419325450","https://farm1.staticflickr.com/549/18419325450_e89f1e22c1_m.jpg"
"40551","433","Bracelet","","Vize Collection 366,Sotheby's No. 140/6","Italy,Tuscany,Chiusi","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","44","44","","35.43","Dark green patina rather chipped.","Smooth","Thickness of 2 + 3 coils 9.5 + 12.5; Thickest part of coil 4.75","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18606971315","https://farm9.staticflickr.com/8859/18606971315_f64dc7b59f_m.jpg"
"40551","658","Bracelet","","Vizé Collection 366,, , Sotheby's No. 140/6","Italy,, Tuscany,, Chiusi","",,,"","None","None","None","44","44","","35.43","","smooth.dark green patina, rather chipped.","Thickness of 2 & 3 coils 9.5 & 12.5,Thickest part of coil 4.75.","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18606971315","https://farm9.staticflickr.com/8859/18606971315_f64dc7b59f_m.jpg"
"40551","817","Bracelet","","Vize Collection 366.,Sotheby's No 140|6","Italy,Tuscany,Chuisi","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","44","44","","35.43","dark green rather chipped.","Smooth","9.5","Thickness shows ""of 2 & 3 coils 9.5mm & 12.5mm. Thickest part of coil 4.75mm"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18606971315","https://farm9.staticflickr.com/8859/18606971315_f64dc7b59f_m.jpg"
"40552","433","Bangle","","Vize Collection, 2888,Sotheby's No. 140/6","Italy,Tuscany,Chiusi","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","100","95","","411.05","No patina","Roughish. Light green with slight earth like encrustment nearly all over + patches of bright green.","Thickness of 2 coils 32","","","","Outside surfaces only are decorated.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18606945385","https://farm9.staticflickr.com/8837/18606945385_41650698b9_m.jpg"
"40552","658","Bangle","","Vizé Collection 2888,, , Sotheby's No. 140/6","Italy,, Tuscany,, Chiusi","",,,"","None","None","None","100","95","","411.05","no patina.","roughish. Light green with slt. earth-like encrustment nearly all over & patches of bright,green.","Thickness of 2 coils 32","","","","Outside surfaces only are decorated.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18606945385","https://farm9.staticflickr.com/8837/18606945385_41650698b9_m.jpg"
"40552","817","Bangle.","","Vize Collection 2888.,Sotheby's No 140|6.","Italy,Tuscany,Chuisi.","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","100","95","","411.05","no","roughish. Light green with slt. earth like incrustment nearly all over & patches of bright green","32","Thickness shows ""of 2 coils 32mm"".","","","Outside surfaces only are decorated","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18606945385","https://farm9.staticflickr.com/8837/18606945385_41650698b9_m.jpg"
"40553","433","Bangle","","Canterbury Museum,Copeland Collection,2081","Italy","Italy","41.87194","12.567379999999957","","None","None","None","73","73","","67","Olive green polished patina.","Smooth","8 x 7","","","","Well preserved.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602385082","https://farm1.staticflickr.com/358/18602385082_c7ce5e0fc1_m.jpg"
"40553","658","Bangle","","Canterbury Museum,, , 2081,, , Copeland Collection.","Italy","",,,"","None","None","None","73","73","","67","olive green polished patina.","smooth.","8 x 7","","","","well preserved.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602385082","https://farm1.staticflickr.com/358/18602385082_c7ce5e0fc1_m.jpg"
"40553","817","Bangle","","2081.,Canterbury Museum,Copeland Collection.","Italy","Italy","41.87194","12.567379999999957","","None","None","None","73","73","","67","olive green polished","smooth","8","Thickness shows ""8mm x 7mm"".","","","well preserved","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602385082","https://farm1.staticflickr.com/358/18602385082_c7ce5e0fc1_m.jpg"
"40554","433","Bangle","","Canterbury Museum,Copeland Collection,2082","Italy","Italy","41.87194","12.567379999999957","","None","None","None","75","59","","207","Polished emerald + light green patina.","Smooth","11","","","","The diagonal lines run right across the surface at indented part only.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419143948","https://farm9.staticflickr.com/8828/18419143948_a30e926d21_m.jpg"
"40554","658","Bangle","","Canterbury Museum,2082,, , Copeland Collection","Italy","",,,"","None","None","None","75","59","","207","polished emerald &,light green patina.","smooth.","11","","","","The diagonal lines run right across the surface at indented part  only. Well preserved.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419143948","https://farm9.staticflickr.com/8828/18419143948_a30e926d21_m.jpg"
"40554","817","Bangle","","2082,Canterbury Museum,Copeland Collection","Italy","Italy","41.87194","12.567379999999957","","None","None","None","75","59","","207","polished emerald & light green","smooth","11","","","","The diagonal lines run right across the surface at indented part only.,Well preserved.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419143948","https://farm9.staticflickr.com/8828/18419143948_a30e926d21_m.jpg"
"40555","433","Fibula","","Royal Scottish Museum, Edinburgh,Reg. No.: 1887.246","Italy","Italy","41.87194","12.567379999999957","","None","None","None","165","(centre) 12","","62","Light green patina.","In fair condition.","","","","","Fibula, bronze, ""fidale-bow"" type, with applied spiral and ?bird.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18609017681","https://farm1.staticflickr.com/419/18609017681_72cf12c4ed_m.jpg"
"40555","658","Fibula","","Royal Scottish Museum,, , Edinburgh,, , Reg. No.: 1887.246","Italy","",,,"","None","None","None","165","(centre) 12","","62","light green patina.","in fair condition.","","","","","Fibula: bronze; fi[...],bow type, with[;[]applied spiral and,(?) bird.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18609017681","https://farm1.staticflickr.com/419/18609017681_72cf12c4ed_m.jpg"
"40555","817","Fibula","","Royal Scottish Museum,Edinburgh,Reg No: 1887.246","Italy.","Italy","41.87194","12.567379999999957","","None","None","None","165","12","","62","light green","in fair condition","","Width shows ""(centre) 12mm"".","bronze","","Fibula, bronze; ""fiddle-bow"" type, with applied spiral and ? bird.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18609017681","https://farm1.staticflickr.com/419/18609017681_72cf12c4ed_m.jpg"
"40556","433","Fibula","","Royal Scottish Museum, Edinburgh,Reg. No.: 1887.245","Italy","Italy","41.87194","12.567379999999957","","None","None","None","109","66","","47","Light green patina in places.","In fair condition.","","","","","Fibula, bronze: semicircular bow, simple catch, and unilateral spring.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18580459746","https://farm1.staticflickr.com/426/18580459746_5036c5d39a_m.jpg"
"40556","658","Fibula","","Royal Scottish Museum,, , Edinburgh,, , Reg. No.: 1887.245","Italy","",,,"","None","None","None","109","66","","47","light green patina in places.","in fair condition.","","","","","Fibula, bronze:,semicircular bow,simple catch, and,unilateral spring.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18580459746","https://farm1.staticflickr.com/426/18580459746_5036c5d39a_m.jpg"
"40556","817","Fibula","","Royal Scottish Museum,Edinburgh.,Reg No: 1887.245","Italy.","Italy","41.87194","12.567379999999957","","None","None","None","109","66","","47","light green in places.","in fair condition","","","bronze","","Fibula, bronze; semicircular bow, simple catch, and unilateral spring.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18580459746","https://farm1.staticflickr.com/426/18580459746_5036c5d39a_m.jpg"
"40557","433","Fibula","","Royal Scottish Museum, Edinburgh,Reg. No. 1907.244","Italy","Italy","41.87194","12.567379999999957","","None","None","None","153","77","","165","Green patina","In good condition","","","","","Fibula, compound bow and head with numerous discoid mouldings, large flat spiral plate beyond pin-catch; dotted bird figures on plate.","","Pin restored.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986175933","https://farm1.staticflickr.com/384/17986175933_b45e6bf1a4_m.jpg"
"40557","658","Fibula","","Royal Scottish Museum,\Edinburgh,, , Reg. No.: 1907.244","Italy","",,,"","None","None","None","153","77","","165","green patina.","in good condition.","","","","","Fibula, compound;,bow and head with,numerous discoid,mouldings; large flat,spiral plate beyond,pin-catch; dotted bird,figures on plate.","","Pin restored.","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17986175933","https://farm1.staticflickr.com/384/17986175933_b45e6bf1a4_m.jpg"
"40557","817","Fibula","","Royal Scottish Museum,Edinburgh,Reg No: 1907.244","Italy","Italy","41.87194","12.567379999999957","","None","None","None","153","77","","165","Green","in good condition","","","","","Fibula, compound; bow and head with numerous discoid mouldings; large flat spinal plate beyond pin-catch; dotted bird figure on plate.","","Pin restored.","JP OConnor","https://www.flickr.com/photos/115096994@N02/17986175933","https://farm1.staticflickr.com/384/17986175933_b45e6bf1a4_m.jpg"
"40558","433","Armlet","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Auvernier","Auvernier, Switzerland","46.97496","6.878609999999981","","None","None","None","","74 x 58","","56.7","Brown","Smooth","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17984131744","https://farm1.staticflickr.com/494/17984131744_4eed38981d_m.jpg"
"40558","658","Armlet","","Pitt Rivers Museum, Farnham.","Switzerland,, Neuchatel,, Auvernier","",,,"","None","None","None","","74 x 58","","56.7","brown.","smooth","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17984131744","https://farm1.staticflickr.com/494/17984131744_4eed38981d_m.jpg"
"40558","817","Armlet.","","Pitt Rivers Museum,,Farnham.","Switzerland,Neuchâtel,Auvernier","Auvernier, Switzerland","46.97496","6.878609999999981","","None","None","None","","74","","56.7","brown","Smooth","","Width shows ""74 x 58"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17984131744","https://farm1.staticflickr.com/494/17984131744_4eed38981d_m.jpg"
"40559","433","Amulet","","Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA,Late of Roebuck Hall, Co. Dublin,Sold by auction at Sotheby's, 9.11.21, Lot 115","Switzerland,Swiss Lake Dwellings,Onnens,?Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","50","65, 33","","","No patina.","Smooth. Dull dark bronze colour with grey-green stains.","2.5 to 4","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602224202","https://farm1.staticflickr.com/501/18602224202_e83a9a9418_m.jpg"
"40559","658","Amulet","","Private Collection,, , Professor Sir Lucas White-King, CSI, LLD, FSA,, , late of Roebuck Hall, Co. Dublin,, , Sold by auction at Sotheby's, 9/11/21,Lot 115.","Swiss Lake Dwellings,, Onneus,, ?Concise","",,,"","None","None","None","50","65, 33","","","no patina.","smooth, dull dark bronze colour with grey-green stains.","2.5 to 4","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602224202","https://farm1.staticflickr.com/501/18602224202_e83a9a9418_m.jpg"
"40559","817","Armlet","","Private,Professor Sir Lucas White-King CSI. LLD. FSA.,Late of Roebuck Hall. Co Dublin.,Sold by Auction at Sotheby's 9-11-21.,Lot 115.","Swiss Lake Dwellings,Onnens,? Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","50","65","","","no","smooth, dull dark bronze colour with grey-green stains.","2.5","Width shows ""65  33."" Thickness shows ""2.5  15  4"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602224202","https://farm1.staticflickr.com/501/18602224202_e83a9a9418_m.jpg"
"40560","433","Bracelet","","Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA,late of Roebuck Hall, Co. Dublin,Sold by Auction at Sotheby's 9.11.21, Lot 115","Switzerland,Swiss Lake Dwellings,Onnens,?Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","58","43.5","","","No patina.","Smooth. Dark golden bronze colour. Tiny pittings on inside.","6 x 4","","","","Decorated with incised lines + groups of drilled holes.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602199442","https://farm9.staticflickr.com/8862/18602199442_46b051cb49_m.jpg"
"40560","658","Bracelet","","Private Collection[;[], , Professor Sir Lucas White-King, CSI, LLD, FSA.,, , late of Roebuck Hall, Co. Dublin[;[], , Sold by auction at Sotheby's, 9/11/21[;[]Lot 115.","Swiss Lake Dwellings,, Onneus,, ?Concise","",,,"","None","None","None","58","43.5","","","no patina.","smooth, dark golden bronze colour. Tiny pittings on the inside.","6 x 4","","","","Decorated with incised lines & groups of drilled holes.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602199442","https://farm9.staticflickr.com/8862/18602199442_46b051cb49_m.jpg"
"40560","817","Bracelet.","","Private,Professor Sir Lucas White-King CSI. LLD. FSA.,Late of Roebuck Hall. Co Dublin.,Sold by Auction at Sotheby's 9-11-21.,Lot 115.","Swiss Lake Dwellings,Onnens,? Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","58","43.5","","","no","Smooth, dark green bronze colour,Tiny pittings on the inside.","6","Thickness shows ""6 x 4mm.""","","","Decorated with incised lines & groups of drilled holes.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602199442","https://farm9.staticflickr.com/8862/18602199442_46b051cb49_m.jpg"
"40561","433","Bangle","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Concise??,1889","Concise, Switzerland","46.8519","6.718629999999962","","None","None","1889","68","59","","30.12","Very slight dark  green (dull)","Rough  + heavily pocked + pitted.","22 end 25.5","","","","Decorated nearly all over. Much cracked + in two pieces. Looks as if cleaned with acid.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17984059294","https://farm1.staticflickr.com/452/17984059294_be98ef1100_m.jpg"
"40561","658","Bangle","","Private Collection,, , F. Ransom, Esq., Hitchin.","Switzerland,, Concise,, 1889","",,,"","None","None","1889","68","59","","30.12","very slight dark green patina (dull).","rough & heavily pocked & pitted.","22 end; 25.5","","","","Decorated nearly all over. Much cracked & in two pieces. Looks as if cleaned with acid.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17984059294","https://farm1.staticflickr.com/452/17984059294_be98ef1100_m.jpg"
"40561","817","Bangle","","Private,F. Ransom Esq,Hitchins.","Switzerland,Concise","Switzerland","46.818188","8.227511999999933","","None","None","1889","68","59","","30.12","very slight dark green (dull)","rough & heavily pocked & pitted","22","Thickness shows ""22mm end.  25.5mm"".","","","Decorated nearly all over.,Much cracked & in two pieces.,Looks as if cleaned with acid.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17984059294","https://farm1.staticflickr.com/452/17984059294_be98ef1100_m.jpg"
"40562","433","Bracelet","","Private Collection,F. Ransom Esq., Hitchin","Switzerland,E. Concise,E. Concise","Concise, Switzerland","46.8519","6.718629999999962","","None","None","None","84","63, 25.5, 29.5, 26.5","","69.2","No patina whatever. It is a very coppery colour nearly all over + all metal showing.","Slightly rough. Through tiny pocks. This appears to have been treated with acid.","2.5","","","","Decoration is very faint.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602150732","https://farm1.staticflickr.com/443/18602150732_9672fc8d8c_m.jpg"
"40562","658","Bracelet","","Private Collection,, , F. Ransom, Esq., Hitchin.","Switzerland,, E. Concise","",,,"","None","None","None","84","63, 25.5, 29.5, 26.5","","69.2","No patina whatever, it is a very coppery colour nearly all over & all metal showing.","slightly rough, through tiny pocks. This appears to have been treated with acid.","2.5","","","","Decoration is very faint.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602150732","https://farm1.staticflickr.com/443/18602150732_9672fc8d8c_m.jpg"
"40562","817","Bracelet","","Private,F. Ransom Esq,Hitchins","Switzerland,E Concise,E. Concise.","Switzerland","46.818188","8.227511999999933","","None","None","None","84","63","","69.2","no patina whatever. it is a very coppery colour nearly all over, & all metal showing.","Slightly rough, through tiny pocks. This appears to have been treated with acid.","2.5","Width shows ""63mm  25.5mm  29.5mm  26.5mm"".","","","Decoration is vary faint.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602150732","https://farm1.staticflickr.com/443/18602150732_9672fc8d8c_m.jpg"
"40563","433","Arm Band","","Private Collection,A. B. Cook Esq. M.A.,Curator of Fitzwilliam Museum of Classical Archaeology, Cambridge + Reader in Classical Archaeology: at his residence: 19 Cramer Road","Switzerland?,Lac Neuchatel?,Station Les Corcolettes","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","90","76","","94","Fine patina of bright green with patches of red brown.","","10, 4, 13","","","","Very doubtful if of Bronze Age.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18580273156","https://farm1.staticflickr.com/388/18580273156_9623056b51_m.jpg"
"40563","658","Arm Band","","Private Collection,, , A.B. Cook, Esq., M.A.,, , Curator of Fitzwilliam Museum of Classical,, , Archaeology, Cambridge & Reader in,Classical Archaeology; at his,residence. 19 Cranmer Road.","Switzerland?,, Neuchatel?,, Station Les Corcolettes?","",,,"","None","None","None","90","76","","94","Fine patina of bright green with patches of red brown.","","10, 4, 13","","Bronze","","Very doubtful if of Bronze Age.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18580273156","https://farm1.staticflickr.com/388/18580273156_9623056b51_m.jpg"
"40563","817","Arm Band","","A.B. Cook Esq. M.A.,Curator of Fitzwilliam Museum of Classical Archaeology, Cambridge & Reader in Classical Archaeology: at his residence.,19 Cranmer Road.","Switzerland. ?,Lac Neuchatel ?,Station Les Corcelettes ?","Corcelettes, 1422, Switzerland","46.8206982","6.662332300000003","","None","None","None","90","76","","94","Fine Patina of bright green with patches of red brown.","","10","Thickness shows ""10mm  4mm  13mm"".","Bronze","","Very doubtful if of Bronze Age","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18580273156","https://farm1.staticflickr.com/388/18580273156_9623056b51_m.jpg"
"40564","433","Spiral Bronze Armlet","","Horniman Museum,Forest Hill, SE","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","Diameter 67.5","30","","56.7","Emerald green patina","Mostly smooth, slightly corroded.","5 x 3","","Bronze","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18418882028","https://farm1.staticflickr.com/460/18418882028_6befd225c9_m.jpg"
"40564","658","Spiral,Bronze,Armlet","99.87","Horniman Museum,, , Forest Hill, SE","Switzerland,, Swiss Lake Dwellings","",,,"","None","None","None","Diameter: 67.5","30","","56.7","emerald green patina.","mostly smooth, slightly corroded.","5 x 3","","bronze","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18418882028","https://farm1.staticflickr.com/460/18418882028_6befd225c9_m.jpg"
"40564","817","Spiral Bronze Armlet.","99.87.","Horniman Museum,Forest Hill SE.","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","67.5","30","","56.7","emerald green","mostly smooth, slightly corroded.","5","Length shows ""Diameter 67.5mm"". Thickness shows ""5mm x 3mm"".","bronze.","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18418882028","https://farm1.staticflickr.com/460/18418882028_6befd225c9_m.jpg"
"40565","433","Bracelet","","ex R. W. Kennard,Sotheby's Sale, 25-6.iii.30, Lot 54","Switzerland?,Lake Dwellings?,(Catalogued as ""Probably from France."")","Switzerland","46.818188","8.227511999999933","","None","None","None","","","","","","","","","","","On back incised lines, chevron-wise with blank band dividing along centre of ridge, interspersed with double concentric circles.","Sotheby's Catalogue, 25.iii.30, p. 8.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17985960913","https://farm1.staticflickr.com/402/17985960913_3395b56701_m.jpg"
"40565","658","Bracelet","","ex R.W. Kennard,, , Sotheby's Sale, 25-6.iii.30,, , Lot 54.","Switzerland?,, Lake Swellings?,, (Catalogued as ""Probably from France."")","",,,"","None","None","None","","","","","","","","","","","On back incised lines, chevron-wire with blank band dividing along centre of ridge,,interspersed with double concentric circlets.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17985960913","https://farm1.staticflickr.com/402/17985960913_3395b56701_m.jpg"
