"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"40521","433","Ring Coiled","","Formerly M. de la Granciere,Sold at Sotheby's, 23rd July, 1930,Lot 21, No. [26]","France,Brittany,Morbihan,Couedic","Couëdic, 56160 Locmalo, France","48.0487656","-3.190551199999959","","None","None","None","","Diameter 26","","","","","","","","Hoard comprising 2 pieces of bracelets, 5 winged celts + 4 fragments of axes, 2 socketed, 3 spear-heads, 4 pieces of sword blades, 1 point, 2 mounts, 2 gouges, 1 lump of metal, 21 small fragments, 12 potsherds.","Dull yellow metal. Catalogued as 'silver'.","Bull. Soc. Polym. Morbihan,Refs.?","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18581338516","https://farm1.staticflickr.com/436/18581338516_b072a60e5f_m.jpg"
"40521","658","Ring, Coiled","","Formerly M. de la Grancière,, , Sold at Sotheby's, 23rd. July, 1930,, , Lot. 21, No. (26)","France,, Brittany,, Morbihan,, Conedic","",,,"","None","None","None","","Diameter 26","","","","","","","","Hoard comprising: 2 pieces of bracelets, 5 winged celts & 4 fragments of axes, 2 socketed, 3 spearheads.,4 pieces of sword blades, 1 point, 2 mounts, 2 gouges, 1 lump of metal,,21 small fragments, 12 potsherds.","Dull yellow metal. Catalogued as ""Silver"".","Bull. Soc. Polym. Morbihan Refs?","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18581338516","https://farm1.staticflickr.com/436/18581338516_b072a60e5f_m.jpg"
"40521","817","Ring, Coiled.","","Formerly M. de la Grancière,Sold at Sotheby’s, 23rd July, 1930.,Lot 21. No. [26].","France,Brittany,Morbihan,Conedic","Morbihan, France","47.8852929","-2.900186500000018","","None","None","None","","26","","","","","","Width shows ""Diameter 26mm.""","","Hoard comprising,2 pieces of bracelets, 5 winged celts & 4 fragments of axes, 2 socketed, 3 spear-heads, 4 pieces of sword blades, 1 point, 2 mounts, 2 gouges, 1 lump of metal, 21 small fragments, 12 potsherds.","Dull yellow metal. Catalogued as ""Silver.""","Bull. Soc. Polym. Morbihan.,Refs ?","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18581338516","https://farm1.staticflickr.com/436/18581338516_b072a60e5f_m.jpg"
"40522","433","Penannular Ring","","Lukis Museum, Guernsey","France,Haute Alpes,Faudon,Found in a small tumulus with a small stone axe and bronze objects,1870","Faudon, 05560 Vars, France","44.5994378","6.682059900000013","","None","None","1870","59","62","","84.03","","Very smooth - metallic brown","9","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18581318106","https://farm9.staticflickr.com/8833/18581318106_5cc63c0093_m.jpg"
"40522","658","Penannular Ring","","Lukis Museum, Guernsey.","France,Haute Alpes,Faudon,[found in a small tumulus with a small stone axe and bronze objects.,1870","",,,"","None","None","1870","59","62","","84.03","","very smooth - metallic brown.","9","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18581318106","https://farm9.staticflickr.com/8833/18581318106_5cc63c0093_m.jpg"
"40522","817","Pennanular ring","","Lukis Museum.,Guernsey.","France,Haute Alpen.,Faudon,found in a small tumulus with a small stone axe and bronze objects","Faudon, 47350, France","44.512111","0.2824040000000423","","None","None","1870","89","62","","84.03","","very smooth -- metallic brown.","9","","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18581318106","https://farm9.staticflickr.com/8833/18581318106_5cc63c0093_m.jpg"
"40523","433","Bracelet","","University College of Wales Museum,Aberystwyth,Given by Mr. G. G. J. Powell, Nanteos","Germany,Langelohnsheimer Wald,17 April 1870","Langenlonsheim, Germany","49.896784","7.900716699999975","","17","4","1870","","Diameter 69; caliber 8","","75","Light green patina","incrusted","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419925388","https://farm9.staticflickr.com/8893/18419925388_ffce6ca820_m.jpg"
"40523","658","Bracelet","","University College of Wales Museum,,, , Aberystwyth,, , Given by Mr. G.E.V. Powell, Nanteos.","Germany[;[], Langelohnsheimer Wald,, 17 April, 1870.","",,,"","17","4","1870","","Diameter 59; calibre 8","","","Light green patina.","encrusted.","75","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419925388","https://farm9.staticflickr.com/8893/18419925388_ffce6ca820_m.jpg"
"40523","817","Bracelet","","University College of Wales Museum,,Aberyst wyth.,Given by Mr. G.E.J. Powell, Nanteos.","Germany,Langelohnsheimer Wald.","Langenlonsheimer Wald, 55450 Langenlonsheim, Germany","49.9138889","7.851388899999961","","17","4","1870","","69","","","Light green.","in crusted","","Width shows ""Diameter 69mm; calibre 8mm;"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419925388","https://farm9.staticflickr.com/8893/18419925388_ffce6ca820_m.jpg"
"40524","433","Bracelet","","University College of Wales Museum, Aberystwyth,Given by Mr. G G. J. Powell, Nanteos","Germany,Langelohnsheimer Wald","Langenlonsheim, Germany","49.896784","7.900716699999975","","None","None","None","59","","","7","Pale green patina","","","","","","Half only","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419975150","https://farm1.staticflickr.com/452/18419975150_922aa3779e_m.jpg"
"40524","658","Bracelet","","University College of Wales Museum,,, , Aberystwyth,, , Given by Mr. G.E.J. Powell, Nanteos","Germany,, Langelohnsheimer Wald.","",,,"","None","None","None","59","","","7","Pale green patina.","","","","","","Half only.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419975150","https://farm1.staticflickr.com/452/18419975150_922aa3779e_m.jpg"
"40524","817","Bracelet.","","University College of Wales Museum,,Aberyst wyth,Given by Mr. G.E.J. Powell, Nanteos.","Germany.,Langelohnsheimer Wald.","Langenlonsheimer Wald, 55450 Langenlonsheim, Germany","49.9138889","7.851388899999961","","None","None","None","59","","","7","Pale green","","","","","","Half only.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419975150","https://farm1.staticflickr.com/452/18419975150_922aa3779e_m.jpg"
"40525","433","Twisted Bracelet","","University College of Wales Museum, Aberystwyth,Given by Mr. G. G. J. Powell, Nanteos","Germany,Langelohnsheimer Wald","Langenlonsheim, Germany","49.896784","7.900716699999975","","None","None","None","","","","10","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986981773","https://farm1.staticflickr.com/260/17986981773_0976918e2b_m.jpg"
"40525","658","Twisted Bracelet","","University College of Wales Museum,[;[], , Aberystwyth,, , Given by Mr. G.E.J. Powell, Nanteos","Germany,, Langelohnsheimer Wald.","",,,"","None","None","None","","","","10","","","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17986981773","https://farm1.staticflickr.com/260/17986981773_0976918e2b_m.jpg"
"40525","817","Twisted Bracelet.","","University College of Wales Museum,,Aberyst wyth.,Given by Mr. G.E.J. Powell, Nanteos.","Germany.,Langelohnsheimer Wald.","Langenlonsheimer Wald, 55450 Langenlonsheim, Germany","49.9138889","7.851388899999961","","None","None","None","","","","10","","","","","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17986981773","https://farm1.staticflickr.com/260/17986981773_0976918e2b_m.jpg"
"40526","433","Two Bracelets","","University College of Wales Museum, Aberystwyth,Given by Mr. G. G. J. Powell, Nanteos","Germany,Wiesbaden,29 July 1869","Wiesbaden, Germany","50.0782184","8.239760799999999","","29","7","1869","","","","15; 9","Pale green patina","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986957433","https://farm1.staticflickr.com/509/17986957433_cd913f54eb_m.jpg"
"40526","658","Two Bracelets","","University College of Wales Museum,,, , Aberystwyth,, , Given by Mr. G.E.J. Powell, Nanteos","Germany,, Weisbaden,, 29 July, 1869.","",,,"","29","7","1869","","","","15; 9","Pale green patina.","","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17986957433","https://farm1.staticflickr.com/509/17986957433_cd913f54eb_m.jpg"
"40526","817","Two Bracelets.","","University College of Wales Museum,,Aberyst wyth.,Given by Mr. G.E.J. Powell, Nanteos.","Germany.,Wiesbaden.","Wiesbaden, Germany","50.0782184","8.239760799999999","","29","7","1869","","","","","Pale green.","","","Weight shows ""15gm; 9gm.""","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17986957433","https://farm1.staticflickr.com/509/17986957433_cd913f54eb_m.jpg"
"40527","433","Torque","","University College of Wales Museum, Aberstwyth,Given by Mr. J. E. G. Powell, Nanteos","Germany,Langelohnsheimer Wald","Langenlonsheim, Germany","49.896784","7.900716699999975","","None","None","None","","Diameter 170; caliber 9","","","Pale green patina","Much corroded and split","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18603039892","https://farm1.staticflickr.com/494/18603039892_78d78597d8_m.jpg"
"40527","658","Torque","","University College of Wales Museum,,, , Aberystwyth,, , Given by Mr. G.E.J. Powell, Nanteos.","Germany,, Langelohnsheimer Wald","",,,"","None","None","None","","Diameter 170; calibre 9","","","Pale green patina.","much corroded and split.","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18603039892","https://farm1.staticflickr.com/494/18603039892_78d78597d8_m.jpg"
"40527","817","Torque","","University College of Wales Museum,,Aberyst wyth,Given by Mr. G.E.J. Powell, Nanteos.","Germany.,Langelohnsheimer Wald.","Langenlonsheimer Wald, 55450 Langenlonsheim, Germany","49.9138889","7.851388899999961","","None","None","None","","170","","","Pale green.","much corroded and split.","","Width shows ""Diameter 170mm; calibre 9mm;"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18603039892","https://farm1.staticflickr.com/494/18603039892_78d78597d8_m.jpg"
"40528","433","Bangle","","Vize Collection, No. 2596,Sotheby's No. 140/6","Hungary,Vize","Hungary","47.162494","19.50330400000007","","None","None","None","79","78.5","","53.15","Very thin olive green patina.","Bronze showing + slight corrosion.","5.5 to  nearly 7","","","","2 of these bracelets of same design. A spiral decoration twines all round this.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986908813","https://farm1.staticflickr.com/442/17986908813_ea69a80d48_m.jpg"
"40528","658","Bangle","","Vizi Collection, No. 2576,, , Sotheby's No. 140/6","Hungary,, Vizi","",,,"","None","None","None","79","78.5","","53.15","Very thin olive green patina.","Bronze showing & slt. corrosion.","5.5 to nearly 7","","","","2 of these bracelets of same design.,A spiral decoration twines all round this.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17986908813","https://farm1.staticflickr.com/442/17986908813_ea69a80d48_m.jpg"
"40528","817","Bangle.","","Vizi Collection No 2576.,Sotheby's No. 140/6.","Hungary.,Vizi","Hungary","47.162494","19.50330400000007","","None","None","None","79","78.5","","53.15","very thin olive green","Bronze showing, & slt. corrosion.","5.5","Thickness shows ""5.5mm to nearly 7mm"".","","","2 of these bracelets of same design.,A spiral decoration twines all round this.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17986908813","https://farm1.staticflickr.com/442/17986908813_ea69a80d48_m.jpg"
"40529","433","Bangle","","Liverpool Museum, 4536","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","54","","67.33","Dark green patina","Slightly roughened by corrosion","7 x 9","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419777388","https://farm1.staticflickr.com/397/18419777388_9a523df5ca_m.jpg"
"40529","658","Bangle","","Liverpool Museum, 4536","Hungary,, locality unknown","",,,"","None","None","None","","54","","67.33","dark green patina.","slightly roughened by corrosion.","7 x 9","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419777388","https://farm1.staticflickr.com/397/18419777388_9a523df5ca_m.jpg"
"40529","817","Bangle","","Liverpool Museum,4536.","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","54","","67.33","dark green","slightly roughened by corrosion.","7","Thickness shows ""7 x 9"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419777388","https://farm1.staticflickr.com/397/18419777388_9a523df5ca_m.jpg"
"40530","433","Bangle","","Liverpool Museum, 4540","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","69 x 70","","67.33","Blue green patina","","10 x 5.5-7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18607503265","https://farm9.staticflickr.com/8831/18607503265_3144249ef7_m.jpg"
"40530","658","Bangle","","Liverpool Museum   4540., ,","Hungary,, locality unknown","",,,"","None","None","None","","69 x 70","","67.33","blue green patina.","","10 x 5.5-7","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18607503265","https://farm9.staticflickr.com/8831/18607503265_3144249ef7_m.jpg"
"40530","817","Bangle","","Liverpool Museum,4540","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","69","","67.33","blue green","","10","Width shows ""69 x 70"". Thickness shows ""10 x 5.5-7"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18607503265","https://farm9.staticflickr.com/8831/18607503265_3144249ef7_m.jpg"
"40531","433","Bangle","","Liverpool Museum,4540","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","71 x 69","","67.33","Light to dark green.","Badly scratched","6 x 8-10","","","","Ornament. Single? row of dots, no other traces remain.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18421318699","https://farm1.staticflickr.com/476/18421318699_9ebbf74667_m.jpg"
"40531","658","Bangle","","Liverpool Museum     4540","Hungary,, locality unknown","",,,"","None","None","None","","71 x 69","","67.33","Patina light to dark green.","badly scratched.","6 x 8-10","","","","Ornament, single? row of dots, no other traces remain.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18421318699","https://farm1.staticflickr.com/476/18421318699_9ebbf74667_m.jpg"
"40531","817","Bangle","","Liverpool Museum,4540","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","71","","67.33","light to dark green","badly scratched","6","Width shows ""71 x 69"". Thickness shows 6 x 8-10"".","","","Ornament, single ? row of dots. no other traces remain.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18421318699","https://farm1.staticflickr.com/476/18421318699_9ebbf74667_m.jpg"
"40532","433","Bangle","","Liverpool Museum, 4541","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","79 x 77","","138.19","Dark green","","11 x 10","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18607460015","https://farm1.staticflickr.com/371/18607460015_75aaebabee_m.jpg"
"40532","658","","","","","",,,"","None","None","None","","","","","","","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18607460015","https://farm1.staticflickr.com/371/18607460015_75aaebabee_m.jpg"
"40532","817","Bangle","","Liverpool Museum,4541","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","79","","138.19","dark green.","","11","Width shows ""79 x 77"". Thickness shows ""11 x 10"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18607460015","https://farm1.staticflickr.com/371/18607460015_75aaebabee_m.jpg"
"40533","433","Bangle","","Liverpool Museum, 4541A","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","59.5 x 58","","","Fine dark patina blue green","","7 x 6.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419690488","https://farm9.staticflickr.com/8899/18419690488_5e5a774f3c_m.jpg"
"40533","658","","","","","",,,"","None","None","None","","","","","","","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419690488","https://farm9.staticflickr.com/8899/18419690488_5e5a774f3c_m.jpg"
"40533","817","Bangle","","Liverpool Museum,4541A","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","59.5","","","fine dark blue green.","","7","Upper left corner has ""71.0gms"". Width shows ""59.5 x 58"". Thickness shows ""7 x 6.5"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419690488","https://farm9.staticflickr.com/8899/18419690488_5e5a774f3c_m.jpg"
"40534","433","Bangle","","Liverpool Museum, 4542","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","76","","113.39","Very dark green patina","","9.5 x 11.5","","","","Of not very careful workmanship.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419669658","https://farm9.staticflickr.com/8880/18419669658_cff29ed790_m.jpg"
"40534","658","Bangle","","Liverpool Museum,    4542","Hungary,, locality unknown","",,,"","None","None","None","","76","","113.39","very dark green.","","9.5 x 11.5","","","","Of not very careful workmanship.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419669658","https://farm9.staticflickr.com/8880/18419669658_cff29ed790_m.jpg"
"40534","817","Bangle","","Liverpool Museum,4542","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","76","","113.39","vary dark green","","9.5","Thickness shows ""9.5 x 11.5"".","","","Of not very careful workmanship.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419669658","https://farm9.staticflickr.com/8880/18419669658_cff29ed790_m.jpg"
"40535","433","Bangle","","Liverpool Museum, 4608","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","104","","","212.61","Blue green","Rough","10 x 12","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602860032","https://farm9.staticflickr.com/8896/18602860032_0853e3f93e_m.jpg"
"40535","658","Bangle","","Liverpool Museum,    4608","Hungary,, locality unknown","",,,"","None","None","None","","104","","212.61","blue green","rough","10 x 12","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602860032","https://farm9.staticflickr.com/8896/18602860032_0853e3f93e_m.jpg"
"40535","817","Bangle","","Liverpool Museum,4608","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","104","","","212.61","blue green","rough","10","Thickness shows ""10 x 12"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602860032","https://farm9.staticflickr.com/8896/18602860032_0853e3f93e_m.jpg"
"40536","433","Armlet","","Liverpool Museum, 4606","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","115 x 113","","269.33","Blue green patina","","12 x 11","","","","Roughly cast","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602837542","https://farm1.staticflickr.com/269/18602837542_936b6fc99e_m.jpg"
"40536","658","Armlet","","Liverpool Museum, 4606","Hungary,, locality unknown","",,,"","None","None","None","","115 x 113","","269.33","blue green patina.","","12 x 11","","","","Roughly cast.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602837542","https://farm1.staticflickr.com/269/18602837542_936b6fc99e_m.jpg"
"40536","817","Armlet","","Liverpool Museum,4606","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","115","","269.33","blue green","","12","Width shows ""115 x 113"". Thickness shows ""12 x 11"".","","","Roughly cast.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602837542","https://farm1.staticflickr.com/269/18602837542_936b6fc99e_m.jpg"
"40537","433","Bangle","","Liverpool Museum, 460 ?7","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","Inner diameter 60","","141.75","Olive green patina","Some blue incrustation","maximum Thickness 10 x 15-17","","","","Well preserved","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18419604368","https://farm9.staticflickr.com/8828/18419604368_d963125384_m.jpg"
"40537","658","Bangle","","Liverpool Museum, 460 ?7","Hungary,, locality unknown","",,,"","None","None","None","","inner diameter 60","","141.75","olive green patina.","some blue encrustation.","maximum thickness 10 x 15-17","","","","Well preserved.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18419604368","https://farm9.staticflickr.com/8828/18419604368_d963125384_m.jpg"
"40537","817","Bangle","","Liverpool Museum,460 ? 7","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","60","","141.75","olive green","some blue incrustation.","10","Width shows ""inner diameter 60"". Thickness shows ""maximum10 x 15-17"".","","","Well preserved","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18419604368","https://farm9.staticflickr.com/8828/18419604368_d963125384_m.jpg"
"40538","433","Bracelet","","Borough of Newbury Museum,Purchased at Munich, April 1914.,From the collection of the late Professor Fummerspach of Munich, whose father brought it from Hungary.","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","194","Diameter 67.5, 69.5","","","Green patina, bluish in places.","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17986691213","https://farm9.staticflickr.com/8881/17986691213_e7053777af_m.jpg"
"40538","658","Bracelet","","From the collection of the late,Professor Fummerspach of Munich,,whose father brought it from Hungary.,, , Borough of Newbury Museum,, , Purchased at Munich, April 1914.","Hungary","",,,"","None","None","None","194","diameter 67.5, 69.5","","","Green patina, bluish in places.","","","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17986691213","https://farm9.staticflickr.com/8881/17986691213_e7053777af_m.jpg"
"40538","817","Bracelet.","","From the collection of the late Professor Fummerspach of Munich, whose father brought it from Hungary.,Borough of Newbury Museum.,Purchased at Munich, April 1914.","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","194","67.5","","","Green patina, bluish in places.","","","Width shows ""diamter 67.5mm, 69.5mm;"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17986691213","https://farm9.staticflickr.com/8881/17986691213_e7053777af_m.jpg"
"40539","433","Armlet","","Royal Scottish Museum, Edinburgh,Reg. No. 1903.224","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","151","73","","1063","Light green patina","In fair preservation","73; 5","Weight: 1 kg 63 gr = 1063 gr","","","Armlet, bronze, continuous spiral of fifteen coils terminating in a loop at each end.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18609457641","https://farm1.staticflickr.com/348/18609457641_2115f8bafb_m.jpg"
"40539","658","Armlet","","Royal Scottish Museum,,Edinburgh,, , Reg. No. 1903.224","Hungary","",,,"","None","None","None","151","73","","1639","light-green patina.","in fair preservation.","73, 5","","","","Armlet, bronze,,continuous spiral,of fifteen coils,terminating in a,loop at each end.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18609457641","https://farm1.staticflickr.com/348/18609457641_2115f8bafb_m.jpg"
"40539","817","Armlet","","Royal Scottish Museum,Edinburgh,Reg No: 1903.224","Hungary.","Hungary","47.162494","19.50330400000007","","None","None","None","151","73","","1063","light green.","in fair presentation","73","Thickness shows ""73mm : 5.""","","","Armlet, bronze, continuous spiral of fifteen coils, terminating in a loop at each end.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18609457641","https://farm1.staticflickr.com/348/18609457641_2115f8bafb_m.jpg"
"40540","433","Armlet","","Liverpool Museum, An 48","Hungary?,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","39; spirals 42, 50","","311.85","Dark green","","","","","","Edges damaged in places.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18609430911","https://farm1.staticflickr.com/274/18609430911_0a855f17b2_m.jpg"
"40540","658","Armlet","","Liverpool Museum   An  x8","Hungary?,, locality unknown","",,,"","None","None","None","","39,  spirals 42, 50","","311.85","dark green patina.","","","","","","Edges damaged in places.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18609430911","https://farm1.staticflickr.com/274/18609430911_0a855f17b2_m.jpg"
"40540","817","Armlet","","Liverpool Museum,An 48","Hungary ?,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","39","","311.85","dark green","","","Width shows ""39  spirals 42. 50.""","","","Edges damaged in places.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18609430911","https://farm1.staticflickr.com/274/18609430911_0a855f17b2_m.jpg"
"40541","433","Armlet","","Royal Scottish Museum, Edinburgh,Reg. No. 1903.223","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","148","146","","1630","Light green patina","In fair condition","125; 64; 44","Weight: 1 kg 630 gr = 1630 gr","","","Armlet, bronze penannular, fish tail terminals, engraved linear ornamentation.","","Ornamentation worn in places","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18421081859","https://farm1.staticflickr.com/259/18421081859_d51c14948c_m.jpg"
"40541","658","Armlet","","Royal Scottish Museum,, , Edinburgh,, , Reg. No. 1903.223","Hungary","",,,"","None","None","None","148","146","","1630","light green patina.","in fair condition.","125; 63; 44","","","","Armlet, bronze,penannular, fish,tail terminals,,engraved linear,ornamentation,","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18421081859","https://farm1.staticflickr.com/259/18421081859_d51c14948c_m.jpg"
"40541","817","Armlet","","Royal Scottish Museum,Edinburgh,Reg No: 1903.223.","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","148","146","","1630","light green","in fair Condition","125","Thickness shows :125mm, 63mm, 44mm"".","bronze","","Armlet, bronze pennanular, fish tail terminals, engraved linear ornamentation.","","ornamentation worn in places.","JP OConnor","https://www.flickr.com/photos/115096994@N02/18421081859","https://farm1.staticflickr.com/259/18421081859_d51c14948c_m.jpg"
"40542","433","Ring","","Liverpool Museum, 4543","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","62 x 61","","113.39","Grey green","Rough","11 12 x 10 11","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18607202695","https://farm9.staticflickr.com/8876/18607202695_47853a0442_m.jpg"
"40542","658","Ring","","Liverpool Museum   4543","Hungary,, locality unknown","",,,"","None","None","None","","62 x 61","","113.39","grey green.","rough.","11-12 x 10-11","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18607202695","https://farm9.staticflickr.com/8876/18607202695_47853a0442_m.jpg"
"40542","817","Ring","","Liverpool Museum,4543","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","62","","113.39","grey green","rough","11","Width shows ""62 x 61"". Thickness shows ""11-12 x 10-11"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18607202695","https://farm9.staticflickr.com/8876/18607202695_47853a0442_m.jpg"
"40543","433","Ring","","Liverpool Museum, 4545","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","44.5 x 43 (inner diameters)","","","dark green","","6.7 x 7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18607182225","https://farm9.staticflickr.com/8868/18607182225_332e3623ce_m.jpg"
"40543","658","Ring","","Liverpool Museum   4545","Hungary,, locality unknown","",,,"","None","None","None","","44.5 x 43 (inner diameter)","","","dark green.","","6.7 x 7","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18607182225","https://farm9.staticflickr.com/8868/18607182225_332e3623ce_m.jpg"
"40543","817","Ring","","Liverpool Museum,4545","Hungary,locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","","44.5","","","dark green","","6.7","Upper left corner shows ""620grms"". Width shows ""44.5 x 43 (inner diameter)"". Thickness shows ""6.7 x 7"".","","","","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18607182225","https://farm9.staticflickr.com/8868/18607182225_332e3623ce_m.jpg"
"40544","433","Ring","","Liverpool Museum, 4546","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","51","","","24.8","Very dark green","Rough","5 x 6","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18580782046","https://farm1.staticflickr.com/546/18580782046_30d2813edb_m.jpg"
"40544","658","Ring","","Liverpool Museum   4546","Hungary,, locality unknown","",,,"","None","None","None","51","","","24.8","very dark green.","rough.","5 x 6","","","","","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18580782046","https://farm1.staticflickr.com/546/18580782046_30d2813edb_m.jpg"
